row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Tổng lỗ kế toán trước thuế,Tổng lỗ kế toán trước thuế,Tổng lỗ kế toán trước thuế,(712.712.979),(111.059.187),-712712979.0,-111059187.0
Các khoản điều chỉnh tăng (giảm),Các khoản điều chỉnh tăng (giảm),Các khoản điều chỉnh tăng (giảm),Các khoản điều chỉnh tăng (giảm),Các khoản điều chỉnh tăng (giảm),,
Chi phí không được khấu trừ,Các khoản điều chỉnh tăng (giảm) > Chi phí không được khấu trừ,Chi phí không được khấu trừ,293.049.399,138.340.143,293049399.0,138340143.0
Chênh lệch tỷ giá hối đoái từ đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Các khoản điều chỉnh tăng (giảm) > Chênh lệch tỷ giá hối đoái từ đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Chênh lệch tỷ giá hối đoái từ đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(85.811),36.914.755,-85811.0,36914755.0
Thu nhập cổ tức,Các khoản điều chỉnh tăng (giảm) > Thu nhập cổ tức,Thu nhập cổ tức,(11.959.979),(242.081.178),-11959979.0,-242081178.0
Lỗ tính thuế vớc tính trong năm hiện hành,Các khoản điều chỉnh tăng (giảm) > Lỗ tính thuế vớc tính trong năm hiện hành,Lỗ tính thuế vớc tính trong năm hiện hành,(431.709.370),(177.885.467),-431709370.0,-177885467.0
Thuế TNDN hiện hành của hoạt động bất động sản,Các khoản điều chỉnh tăng (giảm) > Thuế TNDN hiện hành của hoạt động bất động sản,Thuế TNDN hiện hành của hoạt động bất động sản,-,4.066.942,,4066942.0
Chi phí thuế TNDN hiện hành,Các khoản điều chỉnh tăng (giảm) > Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,-,4.066.942,,4066942.0
Thuế TNDN phải trả đầu năm,Các khoản điều chỉnh tăng (giảm) > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,65.230,45.838.212,65230.0,45838212.0
Thuế TNDN đã trả trong năm,Các khoản điều chỉnh tăng (giảm) > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,-,(49.839.924),,-49839924.0
Thuế TNDN phải trả cuối năm (TM số 17),Các khoản điều chỉnh tăng (giảm) > Thuế TNDN phải trả cuối năm (TM số 17),Thuế TNDN phải trả cuối năm (TM số 17),65.230,65.230,65230.0,65230.0
