row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,1. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,100.734.787,150.747.273,,221.0,100734787.0,150747273.0
11,11,11,2. Giá vốn hàng bán và dịch vụ cung cấp,23,(93.104.304),(122.765.299),,23.0,-93104304.0,-122765299.0
20,20,20,3. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,7.630.483,27.981.974,,,7630483.0,27981974.0
21,21,21,4. Doanh thu hoạt động tài chính,22.2,1.773.261.043,1.393.240.909,,222.0,1773261043.0,1393240909.0
22,22,22,5. Chi phí tài chính Trong đó: Chi phí lãi vay,24,(2.075.009.756) (914.705.236),(1.329.038.372) (1.077.816.296),,24.0,,
23,23,23,5. Chi phí tài chính Trong đó: Chi phí lãi vay,24,(2.075.009.756) (914.705.236),(1.329.038.372) (1.077.816.296),,24.0,,
25,25,25,6. Chi phí bán hàng,25,(4.564.764),(5.557.393),,25.0,-4564764.0,-5557393.0
26,26,26,7. Chi phí quản lý doanh nghiệp,25,(491.123.181),(213.379.470),,25.0,-491123181.0,-213379470.0
30,30,30,8. Lỗ thuần từ hoạt động kinh doanh,,(789.806.175),(126.752.352),,,-789806175.0,-126752352.0
31,31,31,9. Thu nhập khác,26,3.215.928,25.692.529,,26.0,3215928.0,25692529.0
32,32,32,10. Chi phí khác,26,73.877.268,(9.999.364),,26.0,73877268.0,-9999364.0
40,40,40,11. Lợi nhuận khác,26,77.093.196,15.693.165,,26.0,77093196.0,15693165.0
50,50,50,12. Tổng lỗ kế toán trước thuế,,(712.712.979),(111.059.187),,,-712712979.0,-111059187.0
51,51,51,13. Chi phí thuế TNDN hiện hành,27.1,-,(4.066.942),,271.0,,-4066942.0
52,52,52,14. (Chi phí) thu nhập thuế TNDN hoãn lại,27.2,(782.721),7.056.104,,272.0,-782721.0,7056104.0
60,60,60,15. Lỗ sau thuế TNDN,,(713.495.700),(108.070.025),,,-713495700.0,-108070025.0
