row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chỉ trả hộ,Ngắn hạn > Chỉ trả hộ,Chỉ trả hộ,789.679.663,485.507.818,789679663.0,485507818.0
Phải thu lãi cho vay,Ngắn hạn > Phải thu lãi cho vay,Phải thu lãi cho vay,180.568.798,327.125.093,180568798.0,327125093.0
Tạm ứng cho nhân viên,Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,4.806.834,3.626.658,4806834.0,3626658.0
Cổ tức được chia,Ngắn hạn > Cổ tức được chia,Cổ tức được chia,-,242.001.200,,242001200.0
Phải thu khác,Ngắn hạn > Phải thu khác,Phải thu khác,2.860.240,34.454.955,2860240.0,34454955.0
,,,977.915.535,1.092.715.724,977915535.0,1092715724.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan (TM số 28.2),Trong đó: > Phải thu các bên liên quan (TM số 28.2),Phải thu các bên liên quan (TM số 28.2),914.171.184,1.082.052.198,914171184.0,1082052198.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,63.744.351,10.663.526,63744351.0,10663526.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải thu lãi cho vay,Dài hạn > Phải thu lãi cho vay,Phải thu lãi cho vay,901.412.468,530.650.354,901412468.0,530650354.0
Phải thu khác,Dài hạn > Phải thu khác,Phải thu khác,2.366.841,65.454.127,2366841.0,65454127.0
,,,903.779.309,596.104.481,903779309.0,596104481.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan (TM số 28.2),Trong đó: > Phải thu các bên liên quan (TM số 28.2),Phải thu các bên liên quan (TM số 28.2),901.001.458,594.554.350,901001458.0,594554350.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,2.777.851,1.550.131,2777851.0,1550131.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,1.881.694.844,1.688.820.205,1881694844.0,1688820205.0
