row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,4.564.764,5.557.393,4564764.0,5557393.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,3.600.730,4.120.034,3600730.0,4120034.0
Chi phí lương nhân viên,Chi phí lương nhân viên,Chi phí lương nhân viên,876.058,220.335,876058.0,220335.0
Chi phí bán hàng khác,Chi phí bán hàng khác,Chi phí bán hàng khác,87.976,1.217.024,87976.0,1217024.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,491.123.181,213.379.470,491123181.0,213379470.0
Chi phí dự phòng phải thu khó đòi,Chi phí dự phòng phải thu khó đòi,Chi phí dự phòng phải thu khó đòi,423.442.665,6.849.962,423442665.0,6849962.0
Chi phí lương nhân viên,Chi phí lương nhân viên,Chi phí lương nhân viên,35.556.338,42.946.600,35556338.0,42946600.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,16.128.921,13.961.586,16128921.0,13961586.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,7.401.429,7.900.652,7401429.0,7900652.0
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,8.593.828,141.720.670,8593828.0,141720670.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,495.687.945,218.936.863,495687945.0,218936863.0
