row_label_raw,row_label_full,Các bên liên quan,Các bên liên quan_1,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Các bên liên quan_1,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Công ty TNHH Tư vấn Đầu tưXây dựng Thanh Bình,Công ty TNHH Tư vấn Đầu tưXây dựng Thanh Bình,Công ty TNHH Tư vấn Đầu tưXây dựng Thanh Bình,Công ty TNHH Tư vấn Đầu tưXây dựng Thanh Bình,Cung cấp dịch vụ xây dựngBán hàng hóa,27.595.944-,27.595.9442.180.959,,,,275959442180959.0
Công ty Cổ phần Chăn nuôiGia Lai,Công ty Cổ phần Chăn nuôiGia Lai,Công ty Cổ phần Chăn nuôiGia Lai,Công ty Cổ phần Chăn nuôiGia Lai,Bán hàng hóa và cung cấp dịch vụ,15.785.553,988.185,,,15785553.0,988185.0
Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Cung cấp dịch vụ xây dựng,5.501.714,5.501.714,,,5501714.0,5501714.0
Công ty Cổ phần Gỗ Hoàng AnhGia Lai,Công ty Cổ phần Gỗ Hoàng AnhGia Lai,Công ty Cổ phần Gỗ Hoàng AnhGia Lai,Công ty Cổ phần Gỗ Hoàng AnhGia Lai,Bán hàng hóa và cung cấp dịch vụ,613.127,26.346.782,,,613127.0,26346782.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,49.496.338,62.613.584,,,49496338.0,62613584.0
Các bên liên quan,Các bên liên quan,Các bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,,,,
Trả trước cho người bán ngắn hạn (TM số 6),Trả trước cho người bán ngắn hạn (TM số 6),Trả trước cho người bán ngắn hạn (TM số 6),Trả trước cho người bán ngắn hạn (TM số 6),Trả trước cho người bán ngắn hạn (TM số 6),Trả trước cho người bán ngắn hạn (TM số 6),Trả trước cho người bán ngắn hạn (TM số 6),,,,
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Trả trước cho người bán ngắn hạn (TM số 6) > Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty con,Ứng trước mua hàng hóa,268.265.107,49.703.805,,,268265107.0,49703805.0
