row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,3.215.928,25.692.529,3215928.0,25692529.0
Lãi thanh lý tài sản,Lãi thanh lý tài sản,Lãi thanh lý tài sản,-,20.337.469,,20337469.0
Các khoản khác,Các khoản khác,Các khoản khác,3.215.928,5.355.060,3215928.0,5355060.0
Chi phí khác,Chi phí khác,Chi phí khác,(73.877.268),9.999.364,-73877268.0,9999364.0
Hoàn nhập dự phòng (*),Hoàn nhập dự phòng (*),Hoàn nhập dự phòng (*),(142.895.860),-,-142895860.0,
Các khoản phạt,Các khoản phạt,Các khoản phạt,40.517.652,4.436.193,40517652.0,4436193.0
Xóa số tài sản,Xóa số tài sản,Xóa số tài sản,16.824.254,-,16824254.0,
Lỗ thanh lý tài sản,Lỗ thanh lý tài sản,Lỗ thanh lý tài sản,8.992.631,-,8992631.0,
Các khoản khác,Các khoản khác,Các khoản khác,2.684.055,5.563.171,2684055.0,5563171.0
LỢI NHUẬN KHÁC,LỢI NHUẬN KHÁC,LỢI NHUẬN KHÁC,77.093.196,15.693.165,77093196.0,15693165.0
