row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRÀ,,10.019.370.294,14.266.324.224,,,10019370294.0,14266324224.0
310,310,310,I. Nợ ngắn hạn,,1.536.353.671,3.424.554.493,,,1536353671.0,3424554493.0
311,311,311,1. Phải trả người bán ngắn hạn,15,58.205.395,34.626.192,,15.0,58205395.0,34626192.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,16,2.604.811,3.933.938,,16.0,2604811.0,3933938.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,4.998.774,3.659.623,,17.0,4998774.0,3659623.0
314,314,314,4. Phải trả người lao động,,11.983.333,8.312.678,,,11983333.0,8312678.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,823.460.958,553.114.180,,18.0,823460958.0,553114180.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,60.667,228.667,,,60667.0,228667.0
319,319,319,7. Phải trả ngắn hạn khác,19,188.305.098,1.002.721.830,,19.0,188305098.0,1002721830.0
320,320,320,8. Vay ngắn hạn,20,446.631.125,1.817.853.875,,20.0,446631125.0,1817853875.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,103.510,103.510,,,103510.0,103510.0
330,330,330,II. Nợ dài hạn,,8.483.016.623,10.841.769.731,,,8483016623.0,10841769731.0
333,333,333,1. Chi phí phải trả dài hạn,18,1.139.729.876,1.374.149.901,,18.0,1139729876.0,1374149901.0
337,337,337,2. Phải trả dài hạn khác,19,292.666.626,570.075.796,,19.0,292666626.0,570075796.0
338,338,338,3. Vay dài hạn,20,7.044.687.161,8.891.914.013,,20.0,7044687161.0,8891914013.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,27.2,322.939,-,,272.0,322939.0,
342,342,342,5. Dự phòng phải trả dài hạn,,5.610.021,5.630.021,,,5610021.0,5630021.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,12.080.535.977,12.795.267.677,,,12080535977.0,12795267677.0
410,410,410,I. Vốn chủ sở hữu,21.1,12.080.535.977,12.795.267.677,,211.0,12080535977.0,12795267677.0
411,411,411,1. Vốn cổ phần,,9.274.679.470,9.274.679.470,,,9274679470.0,9274679470.0
411a,411a,411a,- Cổ phiếu phổ thôngcó quyền biểu quyết,,9.274.679.470,9.274.679.470,,,9274679470.0,9274679470.0
412,412,412,2. Thặng dư vốn cổ phần,,3.263.858.784,3.263.858.784,,,3263858784.0,3263858784.0
415,415,415,3. Cổ phiếu quỹ,,(686.640),(686.640),,,-686640.0,-686640.0
418,418,418,4. Quỹ đầu tư phát triển,,279.895.303,279.895.303,,,279895303.0,279895303.0
421,421,421,5. Lỗ lũy kế,,(737.210.940),(22.479.240),,,-737210940.0,-22479240.0
421a,421a,421a,- (Lỗ lũy kế) lợi nhuận sauthuế chưa phân phối lũy kéđến cuối năm trước,,(23.715.240),85.590.785,,,-23715240.0,85590785.0
421b,421b,421b,- Lỗ trong năm,,(713.495.700),(108.070.025),,,-713495700.0,-108070025.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,22.099.906.271,27.061.591.901,,,22099906271.0,27061591901.0
