row_label_raw,row_label_full,col_0,Code,Note,31/12/2023 VND,1/1/2023 VND,numeric__Code,numeric__Note,numeric__31/12/2023 VND,numeric__1/1/2023 VND
Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,"5,413,501,415,256","5,393,976,928,997",200.0,,,
Accounts receivable – long-term,Accounts receivable – long-term,Accounts receivable – long-term,210,,"341,151,085,559","389,741,219,423",210.0,,,
Loans receivable – long-term,Loans receivable – long-term,Loans receivable – long-term,215,8,-,"50,000,000,000",215.0,8.0,,
Other long-term receivables,Other long-term receivables,Other long-term receivables,216,9(b),"341,151,085,559","347,741,219,423",216.0,,,
Allowance for doubtful debts,Allowance for doubtful debts,Allowance for doubtful debts,219,10(b),-,"(8,000,000,000)",219.0,,,
Fixed assets,Fixed assets,Fixed assets,220,,"1,139,363,639,920","1,255,441,067,596",220.0,,,
Tangible fixed assets,Tangible fixed assets,Tangible fixed assets,221,13,"294,661,100,524","407,699,420,104",221.0,13.0,,
Cost,Cost,Cost,222,,"3,627,024,048,648","3,664,673,326,794",222.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,223,,"(3,332,362,948,124)","(3,256,973,906,690)",223.0,,,
Intangible fixed assets,Intangible fixed assets,Intangible fixed assets,227,14,"844,702,539,396","847,741,647,492",227.0,14.0,,
Cost,Cost,Cost,228,,"981,318,152,970","982,485,975,769",228.0,,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,229,,"(136,615,613,574)","(134,744,328,277)",229.0,,,
Investment properties,Investment properties,Investment properties,230,15,"48,080,797,938","23,668,881,689",230.0,15.0,,
Cost,Cost,Cost,231,,"112,364,600,461","45,862,629,046",231.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,232,,"(64,283,802,523)","(22,193,747,357)",232.0,,,
Long-term work in progress,Long-term work in progress,Long-term work in progress,240,,"96,307,399,286","37,111,124,352",240.0,,,
Construction in progress,Construction in progress,Construction in progress,242,16,"96,307,399,286","37,111,124,352",242.0,16.0,,
Long-term financial investments,Long-term financial investments,Long-term financial investments,250,,"3,564,574,597,515","3,463,427,285,705",250.0,,,
Investments in subsidiaries,Investments in subsidiaries,Investments in subsidiaries,251,6(b),"3,039,072,394,329","2,877,202,995,029",251.0,,,
Investments in associates andjointly controlled entities,Investments in associates andjointly controlled entities,Investments in associates andjointly controlled entities,252,6(b),"613,705,350,635","613,705,350,635",252.0,,,
Equity investments in other entities,Equity investments in other entities,Equity investments in other entities,253,6(b),"569,372,362,407","569,372,362,407",253.0,,,
Allowance for diminution in the valueof long-term financial investments,Allowance for diminution in the valueof long-term financial investments,Allowance for diminution in the valueof long-term financial investments,254,6(b),"(657,575,509,856)","(596,853,422,366)",254.0,,,
Other long-term assets,Other long-term assets,Other long-term assets,260,,"224,023,895,038","224,587,350,232",260.0,,,
Long-term prepaid expenses,Long-term prepaid expenses,Long-term prepaid expenses,261,12(b),"65,689,901,756","64,769,684,770",261.0,,,
Deferred tax assets,Deferred tax assets,Deferred tax assets,262,17,"136,864,410,350","146,905,104,810",262.0,17.0,,
"Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts",263,11(b),"21,469,582,932","12,912,560,652",263.0,,,
TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),270,,"29,528,797,418,758","28,619,539,457,589",270.0,,,
