row_label_raw,row_label_full,col_0,1/1/2023VND,Số phát sinh trong năm VND,Số đã nộp trong năm VND,Số đã cán trừ trong năm VND,31/12/2023VND,numeric__1/1/2023VND,numeric__Số phát sinh trong năm VND,numeric__Số đã nộp trong năm VND,numeric__Số đã cán trừ trong năm VND,numeric__31/12/2023VND
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,254.986.652.542,2.699.902.195.640,(2.728.102.097.529),-,226.786.750.653,254986652542.0,2699902195640.0,-2728102097529.0,,226786750653.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,171.489.458.867,548.226.704.070,(530.689.976.357),-,189.026.186.580,171489458867.0,548226704070.0,-530689976357.0,,189026186580.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,4.937.935.369.200,(648.976.492.208),(4.288.958.876.992),-,,4937935369200.0,-648976492208.0,-4288958876992.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,7.771.674.497,56.868.276.304,(56.852.910.990),-,7.787.039.811,7771674497.0,56868276304.0,-56852910990.0,,7787039811.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,9.211.394.260,(9.211.394.260),-,-,,9211394260.0,-9211394260.0,,
Thuế đất và tiền thuê đất,Thuế đất và tiền thuê đất,Thuế đất và tiền thuê đất,1.581.049.815,35.308.633.434,(26.926.144.029),(8.382.489.414),1.581.049.806,1581049815.0,35308633434.0,-26926144029.0,-8382489414.0,1581049806.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,4.520.320,39.705.120,(42.109.760),-,2.115.680,4520320.0,39705120.0,-42109760.0,,2115680.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,1.362.858.718,70.365.113.910,(70.173.267.712),-,1.554.704.916,1362858718.0,70365113910.0,-70173267712.0,,1554704916.0
,,,437.196.214.759,8.357.857.391.938,(4.070.974.392.845),(4.297.341.366.406),426.737.847.446,437196214759.0,8357857391938.0,-4070974392845.0,-4297341366406.0,426737847446.0
