row_label_raw,row_label_full,col_0,Unit,31/12/2023,1/1/2023,numeric__Unit,numeric__31/12/2023,numeric__1/1/2023
Tools and spare parts,Tools and spare parts,Tools and spare parts,piece,81,461,,81.0,461.0
Plastic crates,Plastic crates,Plastic crates,piece,-,"80,019",,,80.019
Chemicals,Chemicals,Chemicals,litre,-,"10,625",,,10.625
Pallet,Pallet,Pallet,piece,-,"4,878",,,4.878
