row_label_raw,row_label_full,Phải thu ngắn hạn khác,Số ngày quá hạn > Trên 4 năm,31/12/2023 > Giá gốc VND > 277.230.733.543,31/12/2023 > Dự phòng VND > (277.230.733.543),31/12/2023 > Giá trị có thể thu hồi VND > -,31/12/2023 > Số ngày quá hạn > Trên 3 năm,1/1/2023 > Giá gốc VND > 277.230.733.543,1/1/2023 > Dự phòng VND > (277.230.733.543),1/1/2023 > Giá trị có thể thu hồi VND > -,numeric__Số ngày quá hạn > Trên 4 năm,numeric__31/12/2023 > Giá gốc VND > 277.230.733.543,numeric__31/12/2023 > Dự phòng VND > (277.230.733.543),numeric__31/12/2023 > Giá trị có thể thu hồi VND > -,numeric__31/12/2023 > Số ngày quá hạn > Trên 3 năm,numeric__1/1/2023 > Giá gốc VND > 277.230.733.543,numeric__1/1/2023 > Dự phòng VND > (277.230.733.543),numeric__1/1/2023 > Giá trị có thể thu hồi VND > -
(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,(b) Dài hạn,,,,,,,,
,,,Số ngày quá hạn,31/12/2023,31/12/2023,31/12/2023,31/12/2023,1/1/2023,1/1/2023,1/1/2023,,,,,,,,
,,,Số ngày quá hạn,Giá gốc VND,Dự phòng VND,Giá trị có thể thu hồi VND,Số ngày quá hạn,Giá gốc VND,Dự phòng VND,Giá trị có thể thu hồi VND,,,,,,,,
Phải thu dài hạn khác,(b) Dài hạn > Phải thu dài hạn khác,Phải thu dài hạn khác,Không áp dụng,-,-,-,Trên 3 năm,8.000.000.000,(8.000.000.000),-,,,,,,8000000000.0,-8000000000.0,
