row_label_raw,row_label_full,col_0,1/1/2023VND,IncurredVND,PaidVND,Net-offVND,31/12/2023VND,numeric__1/1/2023VND,numeric__IncurredVND,numeric__PaidVND,numeric__Net-offVND,numeric__31/12/2023VND
Special sales tax,Special sales tax,Special sales tax,"254,986,652,542","2,699,902,195,640","(2,728,102,097,529)",-,"226,786,750,653",,,,,
Corporate income tax,Corporate income tax,Corporate income tax,"171,489,458,867","548,226,704,070","(530,689,976,357)",-,"189,026,186,580",,,,,
Value added tax,Value added tax,Value added tax,-,"4,937,935,369,200","(648,976,492,208)","(4,288,958,876,992)",-,,,,,
Personal income tax,Personal income tax,Personal income tax,"7,771,674,497","56,868,276,304","(56,852,910,990)",-,"7,787,039,811",,,,,
Import-export tax,Import-export tax,Import-export tax,-,"9,211,394,260","(9,211,394,260)",-,-,,,,,
Land tax and land leases,Land tax and land leases,Land tax and land leases,"1,581,049,815","35,308,633,434","(26,926,144,029)","(8,382,489,414)","1,581,049,806",,,,,
Natural resource taxes,Natural resource taxes,Natural resource taxes,"4,520,320","39,705,120","(42,109,760)",-,"2,115,680",,,,,
Other taxes,Other taxes,Other taxes,"1,362,858,718","70,365,113,910","(70,173,267,712)",-,"1,554,704,916",,,,,
,,,"437,196,214,759","8,357,857,391,938","(4,070,974,392,845)","(4,297,341,366,406)","426,737,847,446",,,,,
