row_label_raw,row_label_full,Phải thu do chênh lệch giữa giá trị của các khoản đầu tư và phần vốn góp trong công ty liên kết,31/12/2023VND > 277.230.733.543,1/1/2023VND > 277.230.733.543,numeric__31/12/2023VND > 277.230.733.543,numeric__1/1/2023VND > 277.230.733.543
Phải thu lãi tiền gửi ngân hàng và các khoản cho vay,Phải thu lãi tiền gửi ngân hàng và các khoản cho vay,Phải thu lãi tiền gửi ngân hàng và các khoản cho vay,561.675.819.817,412.194.945.767,561675819817.0,412194945767.0
Phải thu về cổ tức,Phải thu về cổ tức,Phải thu về cổ tức,295.089.544.431,142.189.107.007,295089544431.0,142189107007.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,23.389.150.609,8.340.313.186,23389150609.0,8340313186.0
,,,1.157.385.248.400,839.955.099.503,1157385248400.0,839955099503.0
