row_label_raw,row_label_full,col_0,31/12/2023,31/12/2023_1,31/12/2023_2,31/12/2023_3,31/12/2023_4,1/1/2023,1/1/2023_1,1/1/2023_2,numeric__31/12/2023,numeric__31/12/2023_1,numeric__31/12/2023_2,numeric__31/12/2023_3,numeric__31/12/2023_4,numeric__1/1/2023,numeric__1/1/2023_1,numeric__1/1/2023_2
,,,Overdue days,Cost VND,Allowance VND,Recoverable amount VND,Overdue days,Cost VND,Allowance VND,Recoverable amount VND,,,,,,,,
Other short-term receivables,Other short-term receivables,Other short-term receivables,Over 4 years,"277,230,733,543","(277,230,733,543)",-,Over 3 years,"277,230,733,543","(277,230,733,543)",-,,,,,,,,
