row_label_raw,row_label_full,Tên công ty,31/12/2023 > % sở hữu và quyền biểu quyết,31/12/2023 > Giá gốc VND,31/12/2023 > Giá trị hợp lý VND,31/12/2023 > Dự phòng VND,1/1/2023 > % sở hữu và quyền biểu quyết,1/1/2023 > Giá gốc VND,1/1/2023 > Giá trị hợp lý VND,1/1/2023 > Dự phòng VND,numeric__31/12/2023 > % sở hữu và quyền biểu quyết,numeric__31/12/2023 > Giá gốc VND,numeric__31/12/2023 > Giá trị hợp lý VND,numeric__31/12/2023 > Dự phòng VND,numeric__1/1/2023 > % sở hữu và quyền biểu quyết,numeric__1/1/2023 > Giá gốc VND,numeric__1/1/2023 > Giá trị hợp lý VND,numeric__1/1/2023 > Dự phòng VND
Công ty Cổ phần Thương mại Bia Sải Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sải Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sải Gòn Tây Nguyên,"90,00%",36.541.448.653,(*),-,"90,00%",36.541.448.653,(*),-,0.9,36541448653.0,,,0.9,36541448653.0,,
Công ty Cổ phần Thương mại Bia Sải Gòn Nam Trung Bộ,Công ty Cổ phần Thương mại Bia Sải Gòn Nam Trung Bộ,Công ty Cổ phần Thương mại Bia Sải Gòn Nam Trung Bộ,"90,14%",55.799.775.209,(*),-,"90,14%",55.799.775.209,(*),-,0.9014,55799775209.0,,,0.9014,55799775209.0,,
Công ty Cổ phần Thương mại Bia Sải Gòn Miền Đông,Công ty Cổ phần Thương mại Bia Sải Gòn Miền Đông,Công ty Cổ phần Thương mại Bia Sải Gòn Miền Đông,"90,68%",36.362.195.948,(*),-,"90,68%",36.362.195.948,(*),-,0.9068,36362195948.0,,,0.9068,36362195948.0,,
Công ty Cổ phần Thương mại Bia Sải Gòn Sông Tiền,Công ty Cổ phần Thương mại Bia Sải Gòn Sông Tiền,Công ty Cổ phần Thương mại Bia Sải Gòn Sông Tiền,"90,00%",36.265.364.767,(*),-,"90,00%",36.265.364.767,(*),-,0.9,36265364767.0,,,0.9,36265364767.0,,
Công ty Cổ phần Thương mại Bia Sải Gòn Sông Hậu,Công ty Cổ phần Thương mại Bia Sải Gòn Sông Hậu,Công ty Cổ phần Thương mại Bia Sải Gòn Sông Hậu,"90,00%",36.798.955.472,(*),-,"90,00%",36.798.955.472,(*),-,0.9,36798955472.0,,,0.9,36798955472.0,,
Công ty TNHH Một Thành Viên Cơ khi Sa Be Co,Công ty TNHH Một Thành Viên Cơ khi Sa Be Co,Công ty TNHH Một Thành Viên Cơ khi Sa Be Co,100%,59.365.663.690,(*),-,100%,59.365.663.690,(*),-,1.0,59365663690.0,,,1.0,59365663690.0,,
Công ty Cổ phần Thương mại Bia Sải Gòn Đông Bắc,Công ty Cổ phần Thương mại Bia Sải Gòn Đông Bắc,Công ty Cổ phần Thương mại Bia Sải Gòn Đông Bắc,"90,45%",36.000.000.000,(*),,"90,45%",36.000.000.000,(*),-,0.9045000000000001,36000000000.0,,,0.9045000000000001,36000000000.0,,
Công ty TNHH Một Thành Viên Bia Sải Gòn - Hà Tĩnh,Công ty TNHH Một Thành Viên Bia Sải Gòn - Hà Tĩnh,Công ty TNHH Một Thành Viên Bia Sải Gòn - Hà Tĩnh,100%,120.000.000.000,(*),-,100%,120.000.000.000,(*),-,1.0,120000000000.0,,,1.0,120000000000.0,,
Công ty Cổ phần Bao bì Bia Sải Gòn,Công ty Cổ phần Bao bì Bia Sải Gòn,Công ty Cổ phần Bao bì Bia Sải Gòn,"76,81%",55.174.824.506,(*),-,"76,81%",55.174.824.506,(*),-,0.7681,55174824506.0,,,0.7681,55174824506.0,,
Công ty TNHH Một Thành Viên Bia Sải Gòn,Công ty TNHH Một Thành Viên Bia Sải Gòn,Công ty TNHH Một Thành Viên Bia Sải Gòn,100%,60.000.000,(*),-,100%,10.000.000,(*),-,1.0,60000000.0,,,1.0,10000000.0,,
Công ty TNHH Một Thành Viên Tập Đoàn Bia Sải Gòn,Công ty TNHH Một Thành Viên Tập Đoàn Bia Sải Gòn,Công ty TNHH Một Thành Viên Tập Đoàn Bia Sải Gòn,100%,40.000.000.000,(*),-,100%,40.000.000.000,(*),-,1.0,40000000000.0,,,1.0,40000000000.0,,
Công ty Cổ phần Bia Sải Gòn - Lâm Đông,Công ty Cổ phần Bia Sải Gòn - Lâm Đông,Công ty Cổ phần Bia Sải Gòn - Lâm Đông,"52,91%",105.825.000.000,(*),-,"52,91%",105.825.000.000,(*),-,0.5291,105825000000.0,,,0.5291,105825000000.0,,
,,,,3.039.072.394.329,,(223.793.333.929),,2.877.202.995.029,,(169.268.236.844),,3039072394329.0,,-223793333929.0,,2877202995029.0,,-169268236844.0
