row_label_raw,row_label_full,col_0,Nămđáo hạn,31/12/2023VND,1/1/2023VND,numeric__Nămđáo hạn,numeric__31/12/2023VND,numeric__1/1/2023VND
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,
Công ty Cổ phần Nước Giải KhátChương Dương,Công ty con > Công ty Cổ phần Nước Giải KhátChương Dương,Công ty Cổ phần Nước Giải KhátChương Dương,2024,437.475.682.192,50.000.000.000,2024.0,437475682192.0,50000000000.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,
Phải thu về cho vay ngắn hạn,Trong đó: > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,,437.475.682.192,-,,437475682192.0,
Phải thu về cho vay dài hạn,Trong đó: > Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,,-,50.000.000.000,,,50000000000.0
