row_label_raw,row_label_full,col_0,Land use rights (*) VND,Software VND,Total VND,numeric__Land use rights (*) VND,numeric__Software VND,numeric__Total VND
Cost,Cost,Cost,Cost,Cost,Cost,,,
Opening balance,Opening balance,Opening balance,"917,286,855,722","65,199,120,047","982,485,975,769",,,
Additions,Additions,Additions,-,"613,894,050","613,894,050",,,
Transfer from construction in progress,Transfer from construction in progress,Transfer from construction in progress,-,"8,894,724,929","8,894,724,929",,,
Transfer to investment properties,Transfer to investment properties,Transfer to investment properties,"(10,676,441,778)",-,"(10,676,441,778)",,,
Closing balance,Closing balance,Closing balance,"906,610,413,944","74,707,739,026","981,318,152,970",,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,,,
Opening balance,Opening balance,Opening balance,"70,266,582,525","64,477,745,752","134,744,328,277",,,
Charge for the year,Charge for the year,Charge for the year,"4,044,825,203","2,276,559,647","6,321,384,850",,,
Transfer to investment properties,Transfer to investment properties,Transfer to investment properties,"(4,450,099,553)",-,"(4,450,099,553)",,,
Closing balance,Closing balance,Closing balance,"69,861,308,175","66,754,305,399","136,615,613,574",,,
Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,,,
Opening balance,Opening balance,Opening balance,"847,020,273,197","721,374,295","847,741,647,492",,,
Closing balance,Closing balance,Closing balance,"836,749,105,769","7,953,433,627","844,702,539,396",,,
