row_label_raw,row_label_full,Tổ chức thu xếp phát hành,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Công ty Cổ phần Chứng khoán Bản Việt,Công ty Cổ phần Chứng khoán Bản Việt,Công ty Cổ phần Chứng khoán Bản Việt,47.654.562.450,185.127.280.386,47654562450.0,185127280386.0
Ngân hàng TMCP Việt Nam Thịnh Vượng,Ngân hàng TMCP Việt Nam Thịnh Vượng,Ngân hàng TMCP Việt Nam Thịnh Vượng,49.811.643.837,-,49811643837.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,97.466.206.287,185.127.280.386,97466206287.0,185127280386.0
