row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tỉnh trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Lĩnh vực kinh doanh,numeric__Tỉnh trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tỉnh trạng hoạt động,Tại ngày 31 tháng 12 năm 2022 (%),Tại ngày 31 tháng 12 năm 2021 (%),,,,
Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),,,,
"(27) Công ty TNHH Đầu tư DHG (""DHG"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (27) Công ty TNHH Đầu tư DHG (""DHG"")","(27) Công ty TNHH Đầu tư DHG (""DHG"")",Kinh doanh BĐS,Đang hoạt động,100,-,,,100.0,
"(28) Công ty TNHH Nhà Ô Ngay Việt Nam (""Nhà Ô Ngay"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (28) Công ty TNHH Nhà Ô Ngay Việt Nam (""Nhà Ô Ngay"")","(28) Công ty TNHH Nhà Ô Ngay Việt Nam (""Nhà Ô Ngay"")",Kinh doanh BĐS,Đang hoạt động,"98,55",-,,,98.55,
"(29) Công ty Cổ phần Đầu tư Diamond Tower (""Diamond"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (29) Công ty Cổ phần Đầu tư Diamond Tower (""Diamond"")","(29) Công ty Cổ phần Đầu tư Diamond Tower (""Diamond"")",Kinh doanh BĐS,Đang hoạt động,"99,98",-,,,99.98,
"(30) Công ty Cổ phần Đầu tư Ruby Tower (""Ruby"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (30) Công ty Cổ phần Đầu tư Ruby Tower (""Ruby"")","(30) Công ty Cổ phần Đầu tư Ruby Tower (""Ruby"")",Kinh doanh BĐS,Đang hoạt động,"99,98",-,,,99.98,
"(31) Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Bình Phước (""Bình Phước"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (31) Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Bình Phước (""Bình Phước"")","(31) Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Bình Phước (""Bình Phước"")",Kinh doanh BĐS,Đang hoạt động,"99,75",-,,,99.75,
"(32) Công ty Cổ phần Đầu tư và Dịch vụ doanh nghiệp Premium (""DN Premium"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (32) Công ty Cổ phần Đầu tư và Dịch vụ doanh nghiệp Premium (""DN Premium"")","(32) Công ty Cổ phần Đầu tư và Dịch vụ doanh nghiệp Premium (""DN Premium"")",Kinh doanh BĐS,Đang hoạt động,51,-,,,51.0,
"(33) Công ty Cổ phần Bất động sản City Invest (""City Invest"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (33) Công ty Cổ phần Bất động sản City Invest (""City Invest"")","(33) Công ty Cổ phần Bất động sản City Invest (""City Invest"")",Kinh doanh BĐS,Đang hoạt động,55,-,,,55.0,
"(34) Công ty Cổ phần Địa Óc Tây Nguyên (""Tay Nguyen"")","Lĩnh vực kinh doanh bất động sản (tiếp theo) > (34) Công ty Cổ phần Địa Óc Tây Nguyên (""Tay Nguyen"")","(34) Công ty Cổ phần Địa Óc Tây Nguyên (""Tay Nguyen"")",Kinh doanh BĐS,Đang hoạt động,51,-,,,51.0,
