row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,131.203.034.792,112.009.131.084,131203034792.0,112009131084.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,106.531.776.978,68.482.507.726,106531776978.0,68482507726.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",5.948.511.335,9.807.961.175,5948511335.0,9807961175.0
Chi phí thuê văn phòng,Chi phí thuê văn phòng,Chi phí thuê văn phòng,2.101.095.699,2.095.117.712,2101095699.0,2095117712.0
Khác,Khác,Khác,16.621.650.780,31.623.544.471,16621650780.0,31623544471.0
Dài hạn,Dài hạn,Dài hạn,633.036.280.070,506.477.495.735,633036280070.0,506477495735.0
Chi phí hoa hồng môi giới và nhà mẫu,Chi phí hoa hồng môi giới và nhà mẫu,Chi phí hoa hồng môi giới và nhà mẫu,546.654.837.771,434.207.314.386,546654837771.0,434207314386.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",14.621.713.978,27.415.383.586,14621713978.0,27415383586.0
Chi phí sữa chữa văn phòng,Chi phí sữa chữa văn phòng,Chi phí sữa chữa văn phòng,12.096.637.255,4.564.533.871,12096637255.0,4564533871.0
Khác,Khác,Khác,59.663.091.066,40.290.263.892,59663091066.0,40290263892.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,764.239.314.862,618.486.626.819,764239314862.0,618486626819.0
