row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2022 (%),Tại ngày 31 tháng 12 năm 2021 (%),,,,,
Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),,,,,
(83),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (83),(83),"Công ty TNHH Athena Invest (""Athena"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,-,,,,100.0,
(84),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (84),(84),Công ty TNHH Đầu tư Bất động sản Phúc Hưng Phát,Kinh doanh và môi giới BĐS,Đang hoạt động,100,-,,,,100.0,
(85),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (85),(85),Công ty Cổ phần Đầu tư và Dịch vụ Bất động sản Tây Nam,Kinh doanh và môi giới BĐS,Đang hoạt động,"56,50",-,,,,56.5,
Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,,,,,
(86),Lĩnh vực khác > (86),(86),"Công ty TNHH Nông nghiệp Lifarm (""Lifarm"")",Nông nghiệp,Đang hoạt động,100,100,,,,100.0,100.0
(87),Lĩnh vực khác > (87),(87),"Công ty Cổ phần Đất Xanh E&C (""E&C"")",Xây dựng,Đang hoạt động,"75,79","75,79",,,,75.79,75.79
(88),Lĩnh vực khác > (88),(88),"Công ty Cổ phần Xây dựng FBV (""Xây dựng FBV"")",Xây dựng,Đang hoạt động,"61,74","61,74",,,,61.74,61.74
(89),Lĩnh vực khác > (89),(89),"Công ty Cổ phần Công Nghệ Ihouzz (""Công nghệ Thông tin BĐS"")",Phát triển công nghệ,Đang hoạt động,53,53,,,,53.0,53.0
(90),Lĩnh vực khác > (90),(90),"Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (""Asahi"")",Quản lý tài sản và đầu tư BĐS,Đang hoạt động,"51,52","51,52",,,,51.52,51.52
(91),Lĩnh vực khác > (91),(91),"Công ty Cổ phần Dịch vụ Tài chính Bất động sản Tulip (""Tulip"")",Dịch vụ tài chính,Đang hoạt động,60,60,,,,60.0,60.0
(92),Lĩnh vực khác > (92),(92),"Công ty Cổ phần Công Nghệ Bất động sản Việt Nam (""Công Nghệ BĐS"")",Phát triển công nghệ,Đang hoạt động,"50,99","50,99",,,,50.99,50.99
(93),Lĩnh vực khác > (93),(93),"Công ty TNHH Tư vấn S-Media (""S-Media"")",Quảng cáo,Đang hoạt động,99,99,,,,99.0,99.0
(94),Lĩnh vực khác > (94),(94),"Công ty Cổ phần Tư vấn Đầu tư S-Advices (""S-Advices"")",Tư vấn quản lý,Đang hoạt động,"98,66","98,66",,,,98.66,98.66
(95),Lĩnh vực khác > (95),(95),"Công ty TNHH S-O Farm (""S-O Farm"")",Nông nghiệp,Đang hoạt động,"98,57","98,43",,,,98.57,98.43
(96),Lĩnh vực khác > (96),(96),"Công ty TNHH Regal Food (""Regal Food"")",Thực phẩm,Đang hoạt động,100,100,,,,100.0,100.0
(97),Lĩnh vực khác > (97),(97),Công ty TNHH MTV Regal Hotels& Resort,Kinh doanh cơ sở lưu trú du lịch,Đang hoạt động,100,,,,,100.0,
(98),Lĩnh vực khác > (98),(98),"Công ty TNHH Công nghệ S-Tech (""S-Tech"")",Phát triển công nghệ,Đang hoạt động,100,,,,,100.0,
