row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2022 (%),Tại ngày 31 tháng 12 năm 2021 (%),,,,
Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),,,,
"(55) Công ty Cổ Phần DXMD Việt Nam(Công ty Cổ Phần Đầu Tư Và Dịch Vụ Đất Xanh Miền Đông)(""Đất Xanh Miền Đông"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (55) Công ty Cổ Phần DXMD Việt Nam(Công ty Cổ Phần Đầu Tư Và Dịch Vụ Đất Xanh Miền Đông)(""Đất Xanh Miền Đông"")","(55) Công ty Cổ Phần DXMD Việt Nam(Công ty Cổ Phần Đầu Tư Và Dịch Vụ Đất Xanh Miền Đông)(""Đất Xanh Miền Đông"")",Kinh doanh và môi giới BĐS,Đang hoạt động,61,61,,,61.0,61.0
"(56) Công ty Cổ phần Bất động sản Cần Thơ (""BĐS Cần Thơ"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (56) Công ty Cổ phần Bất động sản Cần Thơ (""BĐS Cần Thơ"")","(56) Công ty Cổ phần Bất động sản Cần Thơ (""BĐS Cần Thơ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(57) Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (57) Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")","(57) Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(58) Công ty TNHH MTV Smart Property(""Smart Prop"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (58) Công ty TNHH MTV Smart Property(""Smart Prop"")","(58) Công ty TNHH MTV Smart Property(""Smart Prop"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,100.0,100.0
"(59) Công ty Cổ phần Dịch vụ và Đầu tư Phát triển Nhà Đông Nam Bộ(""DNB House"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (59) Công ty Cổ phần Dịch vụ và Đầu tư Phát triển Nhà Đông Nam Bộ(""DNB House"")","(59) Công ty Cổ phần Dịch vụ và Đầu tư Phát triển Nhà Đông Nam Bộ(""DNB House"")",Kinh doanh và môi giới BĐS,Đang hoạt động,-,51,,,,51.0
"(60) Công ty TNHH Phát triển Đỏ thị Quảng Bình (""Đất Xanh Quảng Bình"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (60) Công ty TNHH Phát triển Đỏ thị Quảng Bình (""Đất Xanh Quảng Bình"")","(60) Công ty TNHH Phát triển Đỏ thị Quảng Bình (""Đất Xanh Quảng Bình"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,100.0,100.0
"(61) Công ty Cổ phần Bất động sản S-Homes Group (""S-Homes"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (61) Công ty Cổ phần Bất động sản S-Homes Group (""S-Homes"")","(61) Công ty Cổ phần Bất động sản S-Homes Group (""S-Homes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,87,87,,,87.0,87.0
"(62) Công ty Cổ phần Đất Xanh Premium(""Đất Xanh Premium"")","Lĩnh vực dịch vụ bất động sản (tiếp theo) > (62) Công ty Cổ phần Đất Xanh Premium(""Đất Xanh Premium"")","(62) Công ty Cổ phần Đất Xanh Premium(""Đất Xanh Premium"")",Kinh doanh và môi giới BĐS,Đang hoạt động,59,59,,,59.0,59.0
