row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,Nhân viênTập đoàn,Nhận chuyển nhượng đất,175.650.523.900,-,,,175650523900.0,
Cá nhân A,Cá nhân A,Cá nhân A,Nhân viênTập đoàn,Hoàn trả khoản ứng trướcGóp vốn HĐHTKDỨng tiền nhận chuyển nhượng đất,150.000.000.00051.950.022.5001.042.043.240,- - 298.097.802.500,,,1.500000000005195e+32,
Cá nhân B,Cá nhân B,Cá nhân B,Nhân viênTập đoàn,Góp vốnHĐHTKD,17.000.000.000,,,,17000000000.0,
Cá nhân F,Cá nhân F,Cá nhân F,Nhân viênTập đoàn,Ký quỹ thực hiện dự ánChia cổ tức Hoàn ký quỹ dự án,1.500.000.0001.580.000.000-,707.999.000.000- 14.536.250.000,,,,
Cá nhân C,Cá nhân F > Cá nhân C,Cá nhân C,Nhân viênTập đoàn,Ứng tiền nhận chuyển nhượng đất,-,517.957.810.000,,,,517957810000.0
