row_label_raw,row_label_full,"(12) Công ty Cổ phần Đầu tư Đất Viễn Đông (""Vidoland"")",Kinh doanh BDS,Đang hoạt động,"99,99","99,99_1",numeric__Kinh doanh BDS,numeric__Đang hoạt động,"numeric__99,99","numeric__99,99_1"
"(13) Công ty TNHH Đầu tư Bất động sản Hà An Land (""Hà An Land"")","(13) Công ty TNHH Đầu tư Bất động sản Hà An Land (""Hà An Land"")","(13) Công ty TNHH Đầu tư Bất động sản Hà An Land (""Hà An Land"")",Kinh doanh BDS,Đang hoạt động,100,100,,,100.0,100.0
"(14) Công ty Cổ phần Đầu tư Bất động sản Tây Nam Bộ (""BDS Tây Nam Bộ"")","(14) Công ty Cổ phần Đầu tư Bất động sản Tây Nam Bộ (""BDS Tây Nam Bộ"")","(14) Công ty Cổ phần Đầu tư Bất động sản Tây Nam Bộ (""BDS Tây Nam Bộ"")",Kinh doanh BDS,Đang hoạt động,"99,99","99,99",,,99.99,99.99
"(15) Công ty Cổ phần Đầu tư Dầu khí Nha Trang (""Dầu khí Nha Trang"")","(15) Công ty Cổ phần Đầu tư Dầu khí Nha Trang (""Dầu khí Nha Trang"")","(15) Công ty Cổ phần Đầu tư Dầu khí Nha Trang (""Dầu khí Nha Trang"")",Kinh doanh BDS,Đang hoạt động,"99,87","99,87",,,99.87,99.87
"(16) Công ty TNHH Charm & CI Việt Nam (""Charm & CI"")","(16) Công ty TNHH Charm & CI Việt Nam (""Charm & CI"")","(16) Công ty TNHH Charm & CI Việt Nam (""Charm & CI"")",Kinh doanh BDS,Đang hoạt động,100,100,,,100.0,100.0
"(17) Công ty Cổ phần Đầu tư Kinh doanh Bất Đông sản Đông Nam Bộ (""BDS Đông Nam Bộ"")","(17) Công ty Cổ phần Đầu tư Kinh doanh Bất Đông sản Đông Nam Bộ (""BDS Đông Nam Bộ"")","(17) Công ty Cổ phần Đầu tư Kinh doanh Bất Đông sản Đông Nam Bộ (""BDS Đông Nam Bộ"")",Kinh doanh BDS,Đang hoạt động,"99,99","99,99",,,99.99,99.99
"(18) Công ty Cổ phần Đầu tư Bất động sản Miền Đông (""BDS Miền Đông"")","(18) Công ty Cổ phần Đầu tư Bất động sản Miền Đông (""BDS Miền Đông"")","(18) Công ty Cổ phần Đầu tư Bất động sản Miền Đông (""BDS Miền Đông"")",Kinh doanh BDS,Đang hoạt động,"99,99","99,99",,,99.99,99.99
"(19) Công ty TNHH MTV Smart City (""Smart City"")","(19) Công ty TNHH MTV Smart City (""Smart City"")","(19) Công ty TNHH MTV Smart City (""Smart City"")",Kinh doanh BDS,Đang hoạt động,100,100,,,100.0,100.0
"(20) Công ty Cổ phần Bất động sản Bắc Miền Tây (""BDS Bắc Miền Tây"")","(20) Công ty Cổ phần Bất động sản Bắc Miền Tây (""BDS Bắc Miền Tây"")","(20) Công ty Cổ phần Bất động sản Bắc Miền Tây (""BDS Bắc Miền Tây"")",Kinh doanh BDS,Đang hoạt động,51,51,,,51.0,51.0
"(21) Công ty Cổ phần Bất động sản Bắc Bộ (""BDS Bắc Bộ"")","(21) Công ty Cổ phần Bất động sản Bắc Bộ (""BDS Bắc Bộ"")","(21) Công ty Cổ phần Bất động sản Bắc Bộ (""BDS Bắc Bộ"")",Kinh doanh BDS,Đang hoạt động,51,51,,,51.0,51.0
"(22) Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DXI"")","(22) Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DXI"")","(22) Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DXI"")",Kinh doanh BDS,Đang hoạt động,"99,9","99,9",,,99.9,99.9
"(23) Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")","(23) Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")","(23) Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")",Kinh doanh BDS,Đang hoạt động,75,75,,,75.0,75.0
"(24) Công ty Cổ phần Dịch vụ và Đầu tư Địa ốc Bình Thuận (""Địa ốc Bình Thuận"")","(24) Công ty Cổ phần Dịch vụ và Đầu tư Địa ốc Bình Thuận (""Địa ốc Bình Thuận"")","(24) Công ty Cổ phần Dịch vụ và Đầu tư Địa ốc Bình Thuận (""Địa ốc Bình Thuận"")",Kinh doanh BDS,Đang hoạt động,-,"70,34",,,,70.34
"(25) Công ty Cổ phần Địa ốc Indochine (""Indochine"")","(25) Công ty Cổ phần Địa ốc Indochine (""Indochine"")","(25) Công ty Cổ phần Địa ốc Indochine (""Indochine"")",Kinh doanh BDS,Đang hoạt động,-,"52,75",,,,52.75
(26) Công ty TNHH Patheon Holdings,(26) Công ty TNHH Patheon Holdings,(26) Công ty TNHH Patheon Holdings,Kinh doanh BDS,Đang hoạt động,100,,,,100.0,
