row_label_raw,row_label_full,Ngân hàng,Số cuối năm(VND),Kỳ hạn trả gốc,Mục đíchvay,Hình thức đảmbảo,numeric__Số cuối năm(VND),numeric__Kỳ hạn trả gốc,numeric__Mục đíchvay,numeric__Hình thức đảmbảo
Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,,,,
Khoản vay 1,Ngân hàng khác > Khoản vay 1,Khoản vay 1,1.570.219.329,Từ ngày 3 tháng 12năm 2023 đến ngày 5tháng 2 năm 2024,Muatai sản,Phương tiệnvận tải,1570219329.0,,,
Trong đó:Vay dài hạnđến hạn trả,Ngân hàng khác > Trong đó:Vay dài hạnđến hạn trả,Trong đó:Vay dài hạnđến hạn trả,549.656.004,,,,549656004.0,,,
TỔNG CỘNG,Ngân hàng khác > TỔNG CỘNG,TỔNG CỘNG,2.513.668.325.189,,,,2513668325189.0,,,
Trong đó:Vay dài hạnVay dài hạnđến hạn trả,Ngân hàng khác > Trong đó:Vay dài hạnVay dài hạnđến hạn trả,Trong đó:Vay dài hạnVay dài hạnđến hạn trả,1.944.791.433.675,,,,1944791433675.0,,,
Trong đó:Vay dài hạnVay dài hạnđến hạn trả,Ngân hàng khác > Trong đó:Vay dài hạnVay dài hạnđến hạn trả,Trong đó:Vay dài hạnVay dài hạnđến hạn trả,568.876.891.514,,,,568876891514.0,,,
