row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản: Khấu hao và hao mòn,"14, 15, 16, 19",767.817.700.265,2.516.019.318.315,,,767817700265.0,2516019318315.0
02,02,02,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản: Khấu hao và hao mòn,"14, 15, 16, 19",85.661.079.356,69.449.408.603,,,85661079356.0,69449408603.0
03,03,03,Dự phòng,,304.824.533.060,269.676.905.765,,,304824533060.0,269676905765.0
05,05,05,Lãi từ hoạt động đầu tư,,(418.310.644.374),(332.000.432.471),,,-418310644374.0,-332000432471.0
06,06,06,Chi phí đi vay,30,485.966.326.008,529.294.891.037,,30.0,485966326008.0,529294891037.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,1.225.958.994.315,3.052.440.091.249,,,1225958994315.0,3052440091249.0
09,09,09,Tăng các khoản phải thu,,(1.183.998.876.324),(3.425.839.756.752),,,-1183998876324.0,-3425839756752.0
10,10,10,(Tăng) giảm hàng tồn kho,,(2.995.789.503.260),511.478.676.333,,,-2995789503260.0,511478676333.0
11,11,11,(Giảm) tăng các khoản phải trả,,305.775.550.573,1.257.541.086.892,,,305775550573.0,1257541086892.0
12,12,12,(Tăng) giảm chi phí trả trước,,(190.804.341.581),800.436.216.245,,,-190804341581.0,800436216245.0
14,14,14,Tiền lãi vay đã trả,,(519.732.901.197),(429.813.854.743),,,-519732901197.0,-429813854743.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,22,(485.103.268.133),(442.249.580.846),,22.0,-485103268133.0,-442249580846.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(60.320.030.817),(99.029.847.609),,,-60320030817.0,-99029847609.0
20,20,20,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động kinh doanh,,(3.904.014.376.424),1.224.963.030.769,,,-3904014376424.0,1224963030769.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm tài sản cố định (""TSCĐ"")",,(148.250.141.921),(38.035.398.137),,,-148250141921.0,-38035398137.0
22,22,22,Tiền thu do thanh lý TSCĐ,,5.888.225.714,3.096.976.654,,,5888225714.0,3096976654.0
23,23,23,"Tiền chi cho vay, gửi tiết kiệm",,(895.469.997.514),(2.758.927.272.116),,,-895469997514.0,-2758927272116.0
24,24,24,Tiền thu hồi cho vay và tất toán tiền gửi tiết kiệm,,725.355.605.541,2.559.124.597.209,,,725355605541.0,2559124597209.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(216.065.376.515),(2.366.721.135.422),,,-216065376515.0,-2366721135422.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,697.520.170.815,2.488.673.650.791,,,697520170815.0,2488673650791.0
27,27,27,"Tiền thu lãi cho vay, tiền gửi",,68.159.152.304,122.688.144.375,,,68159152304.0,122688144375.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,237.137.638.424,9.899.563.354,,,237137638424.0,9899563354.0
