row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",3.156.042.379,5.519.834.336,3156042379.0,5519834336.0
Khác,Ngắn hạn > Khác,Khác,4.433.947.058,2.585.999.482,4433947058.0,2585999482.0
,,,7.589.989.437,8.105.833.818,7589989437.0,8105833818.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phí hoa hồng môi giới,Dài hạn > Phí hoa hồng môi giới,Phí hoa hồng môi giới,31.489.645.302,7.617.998.905,31489645302.0,7617998905.0
"Công cụ, dụng cụ","Dài hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",8.790.752.607,12.759.628.464,8790752607.0,12759628464.0
Chi phí nhà mẫu,Dài hạn > Chi phí nhà mẫu,Chi phí nhà mẫu,4.079.330.184,7.541.256.407,4079330184.0,7541256407.0
Chi phí sửa chữa văn phòng,Dài hạn > Chi phí sửa chữa văn phòng,Chi phí sửa chữa văn phòng,2.055.767.451,738.544.170,2055767451.0,738544170.0
Chi phí thuê đất,Dài hạn > Chi phí thuê đất,Chi phí thuê đất,1.640.054.938,1.851.674.926,1640054938.0,1851674926.0
Khác,Dài hạn > Khác,Khác,5.860.496.377,13.827.577.282,5860496377.0,13827577282.0
,,,53.916.046.859,44.336.680.154,53916046859.0,44336680154.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,61.506.036.296,52.442.513.972,61506036296.0,52442513972.0
