row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,165.121.320.730,142.961.446.776,165121320730.0,142961446776.0
Thuế TNDN theo thuế suất 20% áp dụng cho Nhóm Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Nhóm Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Nhóm Công ty,33.024.264.146,28.592.289.355,33024264146.0,28592289355.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Chi phí không được trừ,Các khoản điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,21.686.218.378,21.105.228.297,21686218378.0,21105228297.0
Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh: > Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại Điều chỉnh thuế TNDN trích thiếu trong những năm trước,1.681.438.085,1.729.440.541,1681438085.0,1729440541.0
Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh: > Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại Điều chỉnh thuế TNDN trích thiếu trong những năm trước,,724.512.361,,724512361.0
Cổ tức nhận được,Các khoản điều chỉnh: > Cổ tức nhận được,Cổ tức nhận được,(1.326.768.860),(2.603.601.700),-1326768860.0,-2603601700.0
Lợi nhuận từ công ty liên kết,Các khoản điều chỉnh: > Lợi nhuận từ công ty liên kết,Lợi nhuận từ công ty liên kết,(4.067.917.478),(4.371.000.789),-4067917478.0,-4371000789.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(3.086.061.133),(7.248.591.176),-3086061133.0,-7248591176.0
Điều chỉnh hợp nhất do thanh lý khoản đầu tư,Các khoản điều chỉnh: > Điều chỉnh hợp nhất do thanh lý khoản đầu tư,Điều chỉnh hợp nhất do thanh lý khoản đầu tư,2.246.758.356,(8.919.440.631),2246758356.0,-8919440631.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,50.157.931.494,29.008.836.258,50157931494.0,29008836258.0
