row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Vay ngân hàng (Thuyết minh số 24.1),Ngắn hạn > Vay ngân hàng (Thuyết minh số 24.1),Vay ngân hàng (Thuyết minh số 24.1),747.203.601.935,558.038.699.277,747203601935.0,558038699277.0
Trải phiếu (Thuyết minh số 24.2),Ngắn hạn > Trải phiếu (Thuyết minh số 24.2),Trải phiếu (Thuyết minh số 24.2),100.000.000.000,-,100000000000.0,
Vay dài hạn đến hạn trả(Thuyết minh số 24.5),Ngắn hạn > Vay dài hạn đến hạn trả(Thuyết minh số 24.5),Vay dài hạn đến hạn trả(Thuyết minh số 24.5),77.502.966.036,13.760.642.341,77502966036.0,13760642341.0
Vay từ bên liên quan(Thuyết minh số 24.3),Ngắn hạn > Vay từ bên liên quan(Thuyết minh số 24.3),Vay từ bên liên quan(Thuyết minh số 24.3),57.000.000.000,-,57000000000.0,
Vay từ Công ty Cổ phần Chứng khoánSài Gòn - Hà Nội (Thuyết minh số 24.4),Ngắn hạn > Vay từ Công ty Cổ phần Chứng khoánSài Gòn - Hà Nội (Thuyết minh số 24.4),Vay từ Công ty Cổ phần Chứng khoánSài Gòn - Hà Nội (Thuyết minh số 24.4),19.977.922.914,-,19977922914.0,
Nợ thuê tài chính dài hạn đến hạn trả(Thuyết minh số 24.6),Ngắn hạn > Nợ thuê tài chính dài hạn đến hạn trả(Thuyết minh số 24.6),Nợ thuê tài chính dài hạn đến hạn trả(Thuyết minh số 24.6),2.533.649.281,-,2533649281.0,
Vay từ Công ty Cổ phần Chứng KhoánSài Gòn,Ngắn hạn > Vay từ Công ty Cổ phần Chứng KhoánSài Gòn,Vay từ Công ty Cổ phần Chứng KhoánSài Gòn,-,58.452.651.078,,58452651078.0
,,,1.004.218.140.166,630.251.992.696,1004218140166.0,630251992696.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Vay ngân hàng (Thuyết minh số 24.5),Dài hạn > Vay ngân hàng (Thuyết minh số 24.5),Vay ngân hàng (Thuyết minh số 24.5),670.550.400.000,760.063.187.944,670550400000.0,760063187944.0
Nợ thuê tài chính (Thuyết minh số 24.6),Dài hạn > Nợ thuê tài chính (Thuyết minh số 24.6),Nợ thuê tài chính (Thuyết minh số 24.6),6.413.218.835,-,6413218835.0,
,,,676.963.618.835,760.063.187.944,676963618835.0,760063187944.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.681.181.759.001,1.390.315.180.640,1681181759001.0,1390315180640.0
