row_label_raw,row_label_full,Bên cho vay > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > Khoản vay 1 > Ngân hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Sài Gòn > Khoản vay 1,Số cuối năm > (VND) > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > 204.714.312.613 > Ngân hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Sài Gòn > 113.688.933.937,Số cuối năm > Nguyên tệ (USD) > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > - > Ngân hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Sài Gòn > -,Kỳ hạn trả gốc > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > Từ ngày 10 tháng 1 năm 2019 đến ngày 20 tháng 6 năm 2019 > Ngân hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Sài Gòn > Từ ngày 3 tháng 1 năm 2019 đến ngày 4 tháng 6 năm 2019,Mục đích vay > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > Bổ sung vốn lưu động > Ngân hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Sài Gòn > Bổ sung vốn lưu động,"Lãi suất (%/năm) > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > 6% > Ngân hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Sài Gòn > 5,8% - 6,5%",Hình thức đảm bảo > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > Tín chấp > Ngân hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Sài Gòn > Tín chấp,numeric__Số cuối năm > (VND) > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > 204.714.312.613 > Ngân hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Sài Gòn > 113.688.933.937,numeric__Số cuối năm > Nguyên tệ (USD) > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > - > Ngân hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Sài Gòn > -,numeric__Kỳ hạn trả gốc > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > Từ ngày 10 tháng 1 năm 2019 đến ngày 20 tháng 6 năm 2019 > Ngân hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Sài Gòn > Từ ngày 3 tháng 1 năm 2019 đến ngày 4 tháng 6 năm 2019,numeric__Mục đích vay > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > Bổ sung vốn lưu động > Ngân hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Sài Gòn > Bổ sung vốn lưu động,"numeric__Lãi suất (%/năm) > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > 6% > Ngân hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Sài Gòn > 5,8% - 6,5%",numeric__Hình thức đảm bảo > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > Tín chấp > Ngân hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Sài Gòn > Tín chấp
Ngân hàng TNHH MTV HSBC - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV HSBC - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV HSBC - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV HSBC - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV HSBC - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV HSBC - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV HSBC - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV HSBC - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV HSBC - Chi nhánh Thành phố Hồ Chí Minh,,,,,,
Khoản vay 1,Ngân hàng TNHH MTV HSBC - Chi nhánh Thành phố Hồ Chí Minh > Khoản vay 1,Khoản vay 1,108.170.910.053,-,Từ ngày 18 tháng 1 năm 2019 đến ngày 23 tháng 4 năm 2019,Bổ sung vốn lưu động,"5,19% - 5,89%",Tín chấp,108170910053.0,,,,,
Ngân hàng TNHH MTV Standard Chartered (Việt Nam) - Chi nhánh Tp. Hồ Chí Minh,Ngân hàng TNHH MTV Standard Chartered (Việt Nam) - Chi nhánh Tp. Hồ Chí Minh,Ngân hàng TNHH MTV Standard Chartered (Việt Nam) - Chi nhánh Tp. Hồ Chí Minh,Ngân hàng TNHH MTV Standard Chartered (Việt Nam) - Chi nhánh Tp. Hồ Chí Minh,Ngân hàng TNHH MTV Standard Chartered (Việt Nam) - Chi nhánh Tp. Hồ Chí Minh,Ngân hàng TNHH MTV Standard Chartered (Việt Nam) - Chi nhánh Tp. Hồ Chí Minh,Ngân hàng TNHH MTV Standard Chartered (Việt Nam) - Chi nhánh Tp. Hồ Chí Minh,Ngân hàng TNHH MTV Standard Chartered (Việt Nam) - Chi nhánh Tp. Hồ Chí Minh,Ngân hàng TNHH MTV Standard Chartered (Việt Nam) - Chi nhánh Tp. Hồ Chí Minh,,,,,,
Khoản vay 1,Ngân hàng TNHH MTV Standard Chartered (Việt Nam) - Chi nhánh Tp. Hồ Chí Minh > Khoản vay 1,Khoản vay 1,83.534.509.533,-,Từ ngày 14 tháng 1 năm 2019 đến ngày 12 tháng 6 năm 2019,Bổ sung vốn lưu động,"5,7% - 6,3%",Tín chấp,83534509533.0,,,,,
Khoản vay 2,Ngân hàng TNHH MTV Standard Chartered (Việt Nam) - Chi nhánh Tp. Hồ Chí Minh > Khoản vay 2,Khoản vay 2,6.637.929.713,285.012.01,Ngày 7 tháng 6 năm 2019,Bổ sung vốn lưu động,"3,7%",Tín chấp,6637929713.0,28501201.0,,,0.037000000000000005,
Ngân hàng TNHH MTV ANZ (Việt Nam) - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV ANZ (Việt Nam) - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV ANZ (Việt Nam) - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV ANZ (Việt Nam) - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV ANZ (Việt Nam) - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV ANZ (Việt Nam) - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV ANZ (Việt Nam) - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV ANZ (Việt Nam) - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TNHH MTV ANZ (Việt Nam) - Chi nhánh Thành phố Hồ Chí Minh,,,,,,
Khoản vay 1,Ngân hàng TNHH MTV ANZ (Việt Nam) - Chi nhánh Thành phố Hồ Chí Minh > Khoản vay 1,Khoản vay 1,80.408.660.846,-,Từ ngày 19 tháng 1 năm 2019 đến ngày 13 tháng 6 năm 2019,Bổ sung vốn lưu động,"5,9% - 6,23%",Tín chấp,80408660846.0,,,,,
