row_label_raw,row_label_full,Chứng khoán kinh doanh (Thuyết minh số 6.1),Số cuối năm > 391.118.428.057,VND Số đầu năm > 581.735.572.135,numeric__Số cuối năm > 391.118.428.057,numeric__VND Số đầu năm > 581.735.572.135
Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,(86.128.114.623),(40.304.089.623),-86128114623.0,-40304089623.0
Đầu tư năm giữ đến ngày đáo hạn (*),Đầu tư năm giữ đến ngày đáo hạn (*),Đầu tư năm giữ đến ngày đáo hạn (*),29.010.000.000,2.660.000.000,29010000000.0,2660000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,334.000.313.434,544.091.482.512,334000313434.0,544091482512.0
