row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Vào ngày 31 tháng 12 năm 2018 (%),Vào ngày 31 tháng 12 năm 2017 (%),,,,,
(1),Tên công ty con > (1),(1),Công ty Cổ phần Sacom - Tuyên Lâm,"Kinh doanh khu du lịch, sân golf",Đang hoạt động,"99,75","99,75",,,,99.75,99.75
(2),Tên công ty con > (2),(2),Công ty Cổ phần Dây và Cáp Sacom,Sản xuất dây cáp,Đang hoạt động,"99,92","99,90",,,,99.92,99.9
(3),Tên công ty con > (3),(3),Công ty Cổ phần Địa ốc Sacom,Kinh doanh bất động sân,Đang hoạt động,"74,99","74,58",,,,74.99,74.58
(4),Tên công ty con > (4),(4),Công ty TNHH Sacom Chíp Sáng,Kinh doanh dịch vụ cho thuê văn phòng,Đang hoạt động,"73,75","73,75",,,,73.75,73.75
(5),Tên công ty con > (5),(5),Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,"Trồng trọt, chăn nuôi, chế biến và kinh doanh nông sân",Đang hoạt động,"51,00","48,00",,,,51.0,48.0
