row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu từ nhận chuyển nhượng cổ phần,Ngắn hạn > Phải thu từ nhận chuyển nhượng cổ phần,Phải thu từ nhận chuyển nhượng cổ phần,123.122.423.412,185.000.000.000,123122423412.0,185000000000.0
- Mua cổ phần của doanh nghiệp trong lĩnh vực bất động sản,Ngắn hạn > - Mua cổ phần của doanh nghiệp trong lĩnh vực bất động sản,- Mua cổ phần của doanh nghiệp trong lĩnh vực bất động sản,123.122.423.412,-,123122423412.0,
- Mua cổ phiếu Công ty Cổ phần,- Mua cổ phiếu Công ty Cổ phần,- Mua cổ phiếu Công ty Cổ phần,,,,
Dịch vụ Du lịch Phú Thọ,- Mua cổ phiếu Công ty Cổ phần > Dịch vụ Du lịch Phú Thọ,Dịch vụ Du lịch Phú Thọ,-,112.000.000.000,,112000000000.0
- Khác,- Mua cổ phiếu Công ty Cổ phần > - Khác,- Khác,-,73.000.000.000,,73000000000.0
"Vốn góp hợp đồng hợp tác đầu tư (""HĐHTĐT"") (i)","- Mua cổ phiếu Công ty Cổ phần > Vốn góp hợp đồng hợp tác đầu tư (""HĐHTĐT"") (i)","Vốn góp hợp đồng hợp tác đầu tư (""HĐHTĐT"") (i)",174.900.000.000,50.000.000.000,174900000000.0,50000000000.0
Phải thu từ chuyển nhượng vốn,- Mua cổ phiếu Công ty Cổ phần > Phải thu từ chuyển nhượng vốn,Phải thu từ chuyển nhượng vốn,105.780.149.500,106.935.347.500,105780149500.0,106935347500.0
"Vốn góp hợp đồng hợp tác kinh doanh (""HĐHTKD"") (ii)","- Mua cổ phiếu Công ty Cổ phần > Vốn góp hợp đồng hợp tác kinh doanh (""HĐHTKD"") (ii)","Vốn góp hợp đồng hợp tác kinh doanh (""HĐHTKD"") (ii)",20.000.000.000,20.000.000.000,20000000000.0,20000000000.0
Tạm ứng cho nhân viên,- Mua cổ phiếu Công ty Cổ phần > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,5.821.243.310,12.107.081.063,5821243310.0,12107081063.0
Phải thu ngắn hạn khác,- Mua cổ phiếu Công ty Cổ phần > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,44.379.079.755,16.588.171.870,44379079755.0,16588171870.0
,,,474.002.895.977,390.630.600.433,474002895977.0,390630600433.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Vốn góp HĐHTĐT (iii),Dài hạn > Vốn góp HĐHTĐT (iii),Vốn góp HĐHTĐT (iii),71.000.000.000,70.000.000.000,71000000000.0,70000000000.0
"Tiền đến bù, giải phóng mặt bằng chở cấn trừ tiền thuê đất (iv)","Dài hạn > Tiền đến bù, giải phóng mặt bằng chở cấn trừ tiền thuê đất (iv)","Tiền đến bù, giải phóng mặt bằng chở cấn trừ tiền thuê đất (iv)",22.397.022.255,23.360.415.199,22397022255.0,23360415199.0
"Ký cược, ký quỹ","Dài hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",4.845.619.480,4.747.011.893,4845619480.0,4747011893.0
,,,98.242.641.735,98.107.427.092,98242641735.0,98107427092.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,572.245.537.712,488.738.027.525,572245537712.0,488738027525.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,550.838.239.103,483.796.865.314,550838239103.0,483796865314.0
Phải thu các bên liên quan(Thuyết minh số 32),Trong đó: > Phải thu các bên liên quan(Thuyết minh số 32),Phải thu các bên liên quan(Thuyết minh số 32),21.407.298.609,4.941.162.211,21407298609.0,4941162211.0
