row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Hàng hóa bất động sản,Hàng hóa bất động sản,Hàng hóa bất động sản,265.466.432.910,271.460.709.338,265466432910.0,271460709338.0
Bất động sản dở dang,Bất động sản dở dang,Bất động sản dở dang,217.414.395.811,201.623.599.026,217414395811.0,201623599026.0
- Dự án Chung cư Samland Riverside,- Dự án Chung cư Samland Riverside,- Dự án Chung cư Samland Riverside,114.562.276.441,105.221.914.410,114562276441.0,105221914410.0
- Dự án Khu dân cư Nhon Trạch,- Dự án Khu dân cư Nhon Trạch,- Dự án Khu dân cư Nhon Trạch,90.542.932.810,71.499.801.676,90542932810.0,71499801676.0
- Dự án Chung cư Samsora Riverside,- Dự án Chung cư Samsora Riverside,- Dự án Chung cư Samsora Riverside,7.010.176.638,19.964.278.565,7010176638.0,19964278565.0
- Dự án Chung cư Samland Airport,- Dự án Chung cư Samland Airport,- Dự án Chung cư Samland Airport,5.299.009.922,4.937.604.375,5299009922.0,4937604375.0
Hàng hóa bất động sản,Hàng hóa bất động sản,Hàng hóa bất động sản,48.052.037.099,69.837.110.312,48052037099.0,69837110312.0
- Dự án Căn hộ Giai Việt (*),- Dự án Căn hộ Giai Việt (*),- Dự án Căn hộ Giai Việt (*),48.052.037.099,56.302.593.582,48052037099.0,56302593582.0
- Dự án Khu căn hộ cao cấp Hoàng Anh Riverview,- Dự án Khu căn hộ cao cấp Hoàng Anh Riverview,- Dự án Khu căn hộ cao cấp Hoàng Anh Riverview,-,13.534.516.730,,13534516730.0
Hàng tồn kho khác,Hàng tồn kho khác,Hàng tồn kho khác,607.972.036.262,360.537.075.627,607972036262.0,360537075627.0
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,385.733.741.335,142.147.418.199,385733741335.0,142147418199.0
Thành phẩm,Thành phẩm,Thành phẩm,156.805.282.596,114.715.855.280,156805282596.0,114715855280.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,38.194.350.308,39.831.079.072,38194350308.0,39831079072.0
Hàng đang đi trên đường,Hàng đang đi trên đường,Hàng đang đi trên đường,18.562.174.298,57.944.804.321,18562174298.0,57944804321.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",6.317.081.620,4.586.275.188,6317081620.0,4586275188.0
Hàng hóa,Hàng hóa,Hàng hóa,2.359.406.105,1.311.643.567,2359406105.0,1311643567.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,873.438.469.172,631.997.784.965,873438469172.0,631997784965.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(354.467.309),(354.467.309),-354467309.0,-354467309.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,873.084.001.863,631.643.317.656,873084001863.0,631643317656.0
