row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,2.680.177.956.767,2.227.819.761.128,2680177956767.0,2227819761128.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,1.962.950.747.763,1.875.711.404.281,1962950747763.0,1875711404281.0
Doanh thu bán căn hộ,Trong đó: > Doanh thu bán căn hộ,Doanh thu bán căn hộ,469.144.778.933,223.695.077.869,469144778933.0,223695077869.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,146.402.670.071,105.183.678.978,146402670071.0,105183678978.0
Doanh thu bán bất động sản đầu tư,Trong đó: > Doanh thu bán bất động sản đầu tư,Doanh thu bán bất động sản đầu tư,101.679.760.000,23.229.600.000,101679760000.0,23229600000.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Hàng bán trả lại,Các khoản giảm trừ doanh thu > Hàng bán trả lại,Hàng bán trả lại,(10.449.144.792),(6.952.100.911),-10449144792.0,-6952100911.0
DOANH THU THUẦN,Các khoản giảm trừ doanh thu > DOANH THU THUẦN,DOANH THU THUẦN,2.669.728.811.975,2.220.867.660.217,2669728811975.0,2220867660217.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,1.962.714.470.413,1.875.490.650.870,1962714470413.0,1875490650870.0
Doanh thu bán căn hộ,Trong đó: > Doanh thu bán căn hộ,Doanh thu bán căn hộ,458.931.911.491,216.963.730.369,458931911491.0,216963730369.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,146.402.670.071,105.183.678.978,146402670071.0,105183678978.0
Doanh thu bán bất động sản đầu tư,Trong đó: > Doanh thu bán bất động sản đầu tư,Doanh thu bán bất động sản đầu tư,101.679.760.000,23.229.600.000,101679760000.0,23229600000.0
