row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Nhận vốn góp HĐHTĐT (*),Nhận vốn góp HĐHTĐT (*),Nhận vốn góp HĐHTĐT (*),80.000.000.000,-,80000000000.0,
Phải trả Upas L/C,Phải trả Upas L/C,Phải trả Upas L/C,59.318.779.968,-,59318779968.0,
Thu hộ phí bảo trì các dự án,Thu hộ phí bảo trì các dự án,Thu hộ phí bảo trì các dự án,13.031.047.889,15.500.645.197,13031047889.0,15500645197.0
"Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",7.414.258.433,4.308.908.812,7414258433.0,4308908812.0
Ký quỹ để chuyển nhượng khoản đầu tư,Ký quỹ để chuyển nhượng khoản đầu tư,Ký quỹ để chuyển nhượng khoản đầu tư,5.000.000.000,5.000.000.000,5000000000.0,5000000000.0
Cổ tức,Cổ tức,Cổ tức,1.418.331.049,1.373.514.169,1418331049.0,1373514169.0
Khác,Khác,Khác,5.605.102.447,4.826.852.571,5605102447.0,4826852571.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,171.787.519.786,31.009.920.749,171787519786.0,31009920749.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,151.775.687.086,31.009.920.749,151775687086.0,31009920749.0
Phải trả các bên liên quan(Thuyết minh số 32),Trong đó: > Phải trả các bên liên quan(Thuyết minh số 32),Phải trả các bên liên quan(Thuyết minh số 32),20.011.832.700,-,20011832700.0,
