row_label_raw,row_label_full,col_0,Dự phòng cụ thể VND,Dự phòng chung VND,Tổng cộng VND,numeric__Dự phòng cụ thể VND,numeric__Dự phòng chung VND,numeric__Tổng cộng VND
Số dư tại ngày 1 tháng 1 năm 2023,Số dư tại ngày 1 tháng 1 năm 2023,Số dư tại ngày 1 tháng 1 năm 2023,694.050.997.671,888.208.852.751,1.582.259.850.422,694050997671.0,888208852751.0,1582259850422.0
Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,1.427.542.949.336,195.622.971.122,1.623.165.920.458,1427542949336.0,195622971122.0,1623165920458.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,(703.276.451.916),-,(703.276.451.916),-703276451916.0,,-703276451916.0
Số dư tại ngày 31 tháng 12 năm 2023,Số dư tại ngày 31 tháng 12 năm 2023,Số dư tại ngày 31 tháng 12 năm 2023,1.418.317.495.091,1.083.831.823.873,2.502.149.318.964,1418317495091.0,1083831823873.0,2502149318964.0
