row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,1.499.944.064.869,783.661.855.763,1499944064869.0,783661855763.0
Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,1.146.357.705.878,97.080.480.377,1146357705878.0,97080480377.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,86.690.315.928,351.078.636.811,86690315928.0,351078636811.0
Thu từ hoạt động kinh doanh khác,Thu từ hoạt động kinh doanh khác,Thu từ hoạt động kinh doanh khác,20.529.868.619,82.816.211.428,20529868619.0,82816211428.0
Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,311.713.634,232.775.204,311713634.0,232775204.0
Thu khác,Thu khác,Thu khác,246.054.460.810,252.453.751.943,246054460810.0,252453751943.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(1.246.552.733.976),(139.500.228.447),-1246552733976.0,-139500228447.0
Chi phí từ thanh lý tài sản khác,Chi phí từ thanh lý tài sản khác,Chi phí từ thanh lý tài sản khác,(1.093.165.746.132),(78.894.213.033),-1093165746132.0,-78894213033.0
Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,(21.672.047.038),(46.133.267.878),-21672047038.0,-46133267878.0
Chi phí từ thanh lý tài sản cố định,Chi phí từ thanh lý tài sản cố định,Chi phí từ thanh lý tài sản cố định,(1.196.848.633),(595.784.581),-1196848633.0,-595784581.0
Chi khác,Chi khác,Chi khác,(130.518.092.173),(13.876.962.955),-130518092173.0,-13876962955.0
,,,253.391.330.893,644.161.627.316,253391330893.0,644161627316.0
