row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,40.331.397.720.516,37.367.365.873.931,40331397720516.0,37367365873931.0
Chứng khoán Nợ Trải phiếu Chính phủ,Chứng khoán Nợ Trải phiếu Chính phủ,Chứng khoán Nợ Trải phiếu Chính phủ,23.171.492.258.634,20.050.384.534.651,23171492258634.0,20050384534651.0
Chứng khoán Nợ do các tổ chức tín dụng khác trong nước phát hành,Chứng khoán Nợ do các tổ chức tín dụng khác trong nước phát hành,Chứng khoán Nợ do các tổ chức tín dụng khác trong nước phát hành,13.938.530.103.010,14.262.304.919.754,13938530103010.0,14262304919754.0
Chứng khoán Nợ do các tổ chức kinh tế trong nước phát hành,Chứng khoán Nợ do các tổ chức kinh tế trong nước phát hành,Chứng khoán Nợ do các tổ chức kinh tế trong nước phát hành,3.155.820.549.725,2.989.121.610.379,3155820549725.0,2989121610379.0
Chứng khoán Vốn Chứng khoán Vốn do các tổ chức tín dụng khác trong nước phát hành,Chứng khoán Vốn Chứng khoán Vốn do các tổ chức tín dụng khác trong nước phát hành,Chứng khoán Vốn Chứng khoán Vốn do các tổ chức tín dụng khác trong nước phát hành,14.236.945.147,14.236.945.147,14236945147.0,14236945147.0
Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,51.317.864.000,51.317.864.000,51317864000.0,51317864000.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,(39.642.698.725),(34.261.047.882),-39642698725.0,-34261047882.0
Dự phòng giảm giá (i),Dự phòng giảm giá (i),Dự phòng giảm giá (i),(15.974.044.604),(11.842.635.808),-15974044604.0,-11842635808.0
Dự phòng chung (ii),Dự phòng chung (ii),Dự phòng chung (ii),(23.668.654.121),(22.418.412.074),-23668654121.0,-22418412074.0
Dự phòng cụ thể (iii),Dự phòng cụ thể (iii),Dự phòng cụ thể (iii),-,-,,
,,,40.291.755.021.791,37.333.104.826.049,40291755021791.0,37333104826049.0
