row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",3.381.466.924,5.414.610.744,3381466924.0,5414610744.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.939.294.312.511,2.029.390.267.895,1939294312511.0,2029390267895.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Chi lương và phụ cấp,Trong đó: > - Chi lương và phụ cấp,- Chi lương và phụ cấp,1.701.067.394.208,1.818.807.567.648,1701067394208.0,1818807567648.0
- Các khoản chi đóng góp theo lương,Trong đó: > - Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,153.083.166.165,133.346.784.885,153083166165.0,133346784885.0
- Chi trợ cấp,Trong đó: > - Chi trợ cấp,- Chi trợ cấp,4.945.886.707,834.267.462,4945886707.0,834267462.0
- Chi khác,Trong đó: > - Chi khác,- Chi khác,80.197.865.431,76.401.647.900,80197865431.0,76401647900.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,496.336.999.699,411.228.264.450,496336999699.0,411228264450.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Khấu hao và hao mòn tài sản cố định,Trong đó: > - Khấu hao và hao mòn tài sản cố định,- Khấu hao và hao mòn tài sản cố định,103.599.571.791,98.328.104.804,103599571791.0,98328104804.0
- Chi phí tài sản khác,Trong đó: > - Chi phí tài sản khác,- Chi phí tài sản khác,392.737.427.908,312.900.159.646,392737427908.0,312900159646.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,633.204.055.833,552.377.744.689,633204055833.0,552377744689.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",98.376.751.862,77.090.914.887,98376751862.0,77090914887.0
(Hoàn nhập)/trích lập dự phòng góp vốn đầu tư dài hạn,Trong đó: > (Hoàn nhập)/trích lập dự phòng góp vốn đầu tư dài hạn,(Hoàn nhập)/trích lập dự phòng góp vốn đầu tư dài hạn,(185.341.154),185.341.154,-185341154.0,185341154.0
,,,3.170.408.245.675,3.075.687.143.819,3170408245675.0,3075687143819.0
