row_label_raw,row_label_full,col_0,Quỹ dự trữ bổ sungvốn điều lệVND,Quỹ dự phòngtài chínhVND,Quỹ khác thuộcvốn chủ sở hữuVND,Tổng cộngVND,numeric__Quỹ dự trữ bổ sungvốn điều lệVND,numeric__Quỹ dự phòngtài chínhVND,numeric__Quỹ khác thuộcvốn chủ sở hữuVND,numeric__Tổng cộngVND
Số dư tai ngày 1 tháng 1 năm 2023Trích lập cácquỹ trong nămSử dụng cácquỹ trong năm,Số dư tai ngày 1 tháng 1 năm 2023Trích lập cácquỹ trong nămSử dụng cácquỹ trong năm,Số dư tai ngày 1 tháng 1 năm 2023Trích lập cácquỹ trong nămSử dụng cácquỹ trong năm,879.935.918.284165.117.489.847(700.000.000.000),1.913.094.079.780330.234.979.695-,374.056.888-,2.793.404.054.952495.352.469.542(700.000.000.000),,,,
Số dư tại ngày 31 tháng 12 năm 2023,Số dư tai ngày 1 tháng 1 năm 2023Trích lập cácquỹ trong nămSử dụng cácquỹ trong năm > Số dư tại ngày 31 tháng 12 năm 2023,Số dư tại ngày 31 tháng 12 năm 2023,345.053.408.131,2.243.329.059.475,374.056.888,2.588.756.524.494,345053408131.0,2243329059475.0,374056888.0,2588756524494.0
