row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,8.355.993.396,9.027.615.092,8355993396.0,9027615092.0
- Các khoản phải trả nhân viên,- Các khoản phải trả nhân viên,- Các khoản phải trả nhân viên,8.355.993.396,9.027.615.092,8355993396.0,9027615092.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,7.493.589.623.227,3.097.572.913.909,7493589623227.0,3097572913909.0
- Phải trả dịch vụ thanh toán,- Phải trả dịch vụ thanh toán,- Phải trả dịch vụ thanh toán,4.657.030.842.725,2.434.773.455.667,4657030842725.0,2434773455667.0
- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,507.484.606.668,33.915.089.345,507484606668.0,33915089345.0
- Thuế phải trả,- Thuế phải trả,- Thuế phải trả,397.507.826.869,403.120.884.462,397507826869.0,403120884462.0
- Phải trả dịch vụ kiểu hối,- Phải trả dịch vụ kiểu hối,- Phải trả dịch vụ kiểu hối,86.402.277.810,45.065.141.606,86402277810.0,45065141606.0
- Cổ tức phải trả,- Cổ tức phải trả,- Cổ tức phải trả,18.021.133.195,18.025.379.195,18021133195.0,18025379195.0
- Các khoản phải trả khác (*),- Các khoản phải trả khác (*),- Các khoản phải trả khác (*),1.827.142.935.960,162.672.963.634,1827142935960.0,162672963634.0
Quỹ khen thưởng phúc lợi (**),Quỹ khen thưởng phúc lợi (**),Quỹ khen thưởng phúc lợi (**),135.612.076.459,102.321.241.660,135612076459.0,102321241660.0
,,,7.637.557.693.082,3.208.921.770.661,7637557693082.0,3208921770661.0
