row_label_raw,row_label_full,Công cụ tài chínhphái sinh tiền tệ,Công cụ tài chínhphái sinh tiền tệ_1,Công cụ tài chínhphái sinh tiền tệ_2,Công cụ tài chínhphái sinh tiền tệ_3,numeric__Công cụ tài chínhphái sinh tiền tệ_1,numeric__Công cụ tài chínhphái sinh tiền tệ_2,numeric__Công cụ tài chínhphái sinh tiền tệ_3
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,70.575.046.875,-,1.063.335.938,70575046875.0,,1063335938.0
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,76.097.542.836.181,42.536.901.303,-,76097542836181.0,42536901303.0,
Giao dịch hoán đổi lãi suấthai đồng tiền,Giao dịch hoán đổi lãi suấthai đồng tiền,Giao dịch hoán đổi lãi suấthai đồng tiền,-,-,-,,,
,,,76.168.117.883.056,42.536.901.303,1.063.335.938,76168117883056.0,42536901303.0,1063335938.0
,,,,41.473.565.365,,,41473565365.0,
