row_label_raw,row_label_full,Hàng bán bị trả lại,(52.216.700),(1.146.299.000),numeric__(52.216.700),numeric__(1.146.299.000)
Chiết khấu thương mại và các khoản giảm trừ khác,Chiết khấu thương mại và các khoản giảm trừ khác,Chiết khấu thương mại và các khoản giảm trừ khác,(6.407.919.657),(12.173.318.032),-6407919657.0,-12173318032.0
,,,(6.460.136.357),(13.319.617.032),-6460136357.0,-13319617032.0
