row_label_raw,row_label_full,col_0,31.12.2023Cổ phiếu phổ thông,31.12.2022Cổ phiếu phổ thông,numeric__31.12.2023Cổ phiếu phổ thông,numeric__31.12.2022Cổ phiếu phổ thông
Số lượng cổ phiếu đã đăng ký,Số lượng cổ phiếu đã đăng ký,Số lượng cổ phiếu đã đăng ký,492.509.164,328.339.538,492509164.0,328339538.0
Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,492.509.164,328.339.538,492509164.0,328339538.0
