row_label_raw,row_label_full,Doanh thu thuần về bán hàng,1.089.988.705.419,1.082.978.000.609,numeric__1.089.988.705.419,numeric__1.082.978.000.609
Doanh thu thuần về cung cấp dịch vụ,Doanh thu thuần về cung cấp dịch vụ,Doanh thu thuần về cung cấp dịch vụ,14.715.821.945.364,13.646.670.938.971,14715821945364.0,13646670938971.0
,,,15.805.810.650.783,14.729.648.939.580,15805810650783.0,14729648939580.0
