row_label_raw,row_label_full,col_0,col_1,31.12.2023VND,31.12.2022VND,numeric__col_1,numeric__31.12.2023VND,numeric__31.12.2022VND
i),i),i),Tiền gửi tại tài khoản tập trung FPT,,,,,
i),i) > i),i),Công ty Cổ phần FPT,326.687.587,362.640.459,,326687587.0,362640459.0
ii),ii),ii),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),,,,,
ii),ii) > ii),ii),Công ty TNHH Hệ thống Thông tin FPT,11.033.310.716,12.865.688.622,,11033310716.0,12865688622.0
ii),ii) > ii),ii),Công ty Cổ phần FPT,10.832.150.125,1.532.344.125,,10832150125.0,1532344125.0
ii),ii) > ii),ii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,9.599.260.077,799.091.021,,9599260077.0,799091021.0
ii),ii) > ii),ii),Công ty TNHH Phần mềm FPT,2.355.481.162,2.596.770.871,,2355481162.0,2596770871.0
ii),ii) > ii),ii),Công ty TNHH FPT Smart Cloud,1.312.418.616,2.460.384.268,,1312418616.0,2460384268.0
ii),ii) > ii),ii),Công ty TNHH Phân phối Synnex FPT,465.989.210,288.589.390,,465989210.0,288589390.0
ii),ii) > ii),ii),Công ty TNHH Giáo dục FPT,330.066.431,250.477.821,,330066431.0,250477821.0
ii),ii) > ii),ii),Các công ty thành viên khác cùng Tập đoàn,29.701.859,27.063.814,,29701859.0,27063814.0
ii),ii) > ii),ii),,35.958.378.196,20.820.409.932,,35958378196.0,20820409932.0
iii),iii),iii),Phải thu ngắn hạn khác,,,,,
iii),iii) > iii),iii),Công ty Cổ phần FPT,3.085.491,367.864,,3085491.0,367864.0
iii),iii) > iii),iii),Các công ty thành viên khác cùng Tập đoàn,9.287.730,-,,9287730.0,
iii),iii) > iii),iii),,12.373.221,367.864,,12373221.0,367864.0
iv),iv),iv),Phải trả người bán ngắn hạn (Thuyết minh 13),,,,,
iv),iv) > iv),iv),Công ty Cổ phần FPT,24.117.644.182,21.941.567.281,,24117644182.0,21941567281.0
iv),iv) > iv),iv),Công ty TNHH Hệ thống Thông tin FPT,7.588.155.397,90.067.525.544,,7588155397.0,90067525544.0
iv),iv) > iv),iv),Công ty TNHH Phân phối Synnex FPT,7.482.021.899,39.565.780.782,,7482021899.0,39565780782.0
iv),iv) > iv),iv),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,1.145.862.390,1.812.181.600,,1145862390.0,1812181600.0
iv),iv) > iv),iv),Công ty TNHH FPT Smart Cloud,1.616.559.844,2.191.789.136,,1616559844.0,2191789136.0
iv),iv) > iv),iv),Công ty TNHH Phần mềm FPT,1.147.153.066,517.265.092,,1147153066.0,517265092.0
iv),iv) > iv),iv),Các công ty thành viên khác cùng Tập đoàn,53.342.862,795.780,,53342862.0,795780.0
iv),iv) > iv),iv),,43.150.739.640,156.096.905.215,,43150739640.0,156096905215.0
v),v),v),Phải trả ngắn hạn khác (Thuyết minh 17),,,,,
v),v) > v),v),Thu hộ bên liên quan,742.937.594,67.487.789,,742937594.0,67487789.0
v),v) > v),v),Lợi nhuận và cổ tức phải trả,2.342.486.883,1.981.653.483,,2342486883.0,1981653483.0
v),v) > v),v),,3.085.424.477,2.049.141.272,,3085424477.0,2049141272.0
