row_label_raw,row_label_full,Nguyễn Hoàng Linh,Tổng Giám đốc (****),2.440.428.000,1.800.000.000,numeric__Tổng Giám đốc (****),numeric__2.440.428.000,numeric__1.800.000.000
Hoàng Việt Anh,Hoàng Việt Anh,Hoàng Việt Anh,Tổng Giám đốc,800.000.000,2.400.000.000,,800000000.0,2400000000.0
Vũ Thị Mai Hương,Vũ Thị Mai Hương,Vũ Thị Mai Hương,Phó Tổng Giám đốc,1.880.372.000,1.800.000.000,,1880372000.0,1800000000.0
Chu Hùng Thắng,Chu Hùng Thắng,Chu Hùng Thắng,Phó Tổng Giám đốc,1.885.670.720,1.800.324.600,,1885670720.0,1800324600.0
Đỗ Thị Hương,Đỗ Thị Hương,Đỗ Thị Hương,Giám đốc Tài chính,1.760.151.000,1.450.000.000,,1760151000.0,1450000000.0
Nguyễn Thị Thu Hương,Nguyễn Thị Thu Hương,Nguyễn Thị Thu Hương,Kế toán trường,708.397.000,657.300.000,,708397000.0,657300000.0
,,,,9.475.018.720,9.907.624.600,,9475018720.0,9907624600.0
