row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,15.812.270.787.140,14.742.968.556.612,,,15812270787140.0,14742968556612.0
02,02,02,Các khoản giảm trừ doanh thu,,6.460.136.357,13.319.617.032,,,6460136357.0,13319617032.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),24,15.805.810.650.783,14.729.648.939.580,,24.0,15805810650783.0,14729648939580.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,25,8.540.916.802.902,7.502.502.446.129,,25.0,8540916802902.0,7502502446129.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,7.264.893.847.881,7.227.146.493.451,,,7264893847881.0,7227146493451.0
21,21,21,Doanh thu hoạt động tài chính,26,848.908.837.498,733.380.563.035,,26.0,848908837498.0,733380563035.0
22,22,22,Chi phí tài chính,27,479.758.678.731,441.796.360.418,,27.0,479758678731.0,441796360418.0
23,23,23,- Trong đó: Chi phí lãi vay,,445.048.629.628,335.197.364.380,,,445048629628.0,335197364380.0
25,25,25,Chi phí bán hàng,28,2.329.670.928.548,2.185.337.286.613,,28.0,2329670928548.0,2185337286613.0
26,26,26,Chi phí quản lý doanh nghiệp,29,2.269.854.437.776,2.500.738.333.981,,29.0,2269854437776.0,2500738333981.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,3.034.518.640.324,2.832.655.075.474,,,3034518640324.0,2832655075474.0
31,31,31,Thu nhập khác,,44.808.552.151,15.704.468.707,,,44808552151.0,15704468707.0
32,32,32,Chi phí khác,,37.269.017.760,30.762.877.405,,,37269017760.0,30762877405.0
40,40,40,Lợi nhuận/(lỗ) khác (40 = 31 - 32),,7.539.534.391,(15.058.408.698),,,7539534391.0,-15058408698.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,3.042.058.174.715,2.817.596.666.776,,,3042058174715.0,2817596666776.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,30,629.086.803.768,553.870.253.638,,30.0,629086803768.0,553870253638.0
52,52,52,(Thu nhập)/chi phí thuế TNDN hoãn lại,30,(20.543.274.419),5.380.745.383,,30.0,-20543274419.0,5380745383.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,2.433.514.645.366,2.258.345.667.755,,,2433514645366.0,2258345667755.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Cổ đông của công ty mẹ,,2.383.057.829.664,2.150.756.824.672,,,2383057829664.0,2150756824672.0
62,62,62,Cổ đông không kiểm soát,,50.456.815.702,107.588.843.083,,,50456815702.0,107588843083.0
70,70,70,Lãi cơ bản trên cổ phiếu,22(a),4.344,3.913,,,4344.0,3913.0
71,71,71,Lãi suy giảm trên cổ phiếu,22(b),4.344,3.913,,,4344.0,3913.0
