row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
300,300,300,NỘ PHẢI TRẢ,,11.066.785.150.046,10.505.861.380.737,,,11066785150046.0,10505861380737.0
310,310,310,Nợ ngắn hạn,,11.028.157.267.653,10.426.642.949.150,,,11028157267653.0,10426642949150.0
311,311,311,Phải trả người bán ngắn hạn,13,1.075.687.516.789,1.576.590.188.554,,13.0,1075687516789.0,1576590188554.0
312,312,312,Người mua trả tiền trước ngắn hạn,,68.959.212.216,67.889.459.376,,,68959212216.0,67889459376.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,14(b),251.280.063.131,40.968.138.219,,,251280063131.0,40968138219.0
314,314,314,Phải trả người lao động,,1.296.097.515.822,1.330.921.896.716,,,1296097515822.0,1330921896716.0
315,315,315,Chi phí phải trả ngắn hạn,15,225.816.638.138,157.786.124.942,,15.0,225816638138.0,157786124942.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,16(a),1.354.070.805.405,1.550.636.330.115,,,1354070805405.0,1550636330115.0
319,319,319,Phải trả ngắn hạn khác,17,313.665.653.809,211.357.966.705,,17.0,313665653809.0,211357966705.0
320,320,320,Vay ngắn hạn,18(a),5.981.719.619.662,5.140.502.023.623,,,5981719619662.0,5140502023623.0
322,322,322,"Quỹ khen thưởng, phúc lợi",19,460.860.242.681,349.990.820.900,,19.0,460860242681.0,349990820900.0
330,330,330,Nợ dài hạn,,38.627.882.393,79.218.431.587,,,38627882393.0,79218431587.0
336,336,336,Doanh thu chưa thực hiện dài hạn,16(b),36.039.339.130,36.980.826.995,,,36039339130.0,36980826995.0
337,337,337,Phải trả dài hạn khác,,1.650.643.680,2.027.900.000,,,1650643680.0,2027900000.0
338,338,338,Vay dài hạn,18(b),-,39.991.556.359,,,,39991556359.0
341,341,341,Thuế thu nhập hoãn lại phải trả,12,937.899.583,218.148.233,,12.0,937899583.0,218148233.0
400,400,400,VỐN CHỦ SỞ HỮU,,9.073.764.532.249,7.919.702.234.488,,,9073764532249.0,7919702234488.0
410,410,410,Vốn chủ sở hữu,"20,21",9.073.764.532.249,7.919.702.234.488,,20.21,9073764532249.0,7919702234488.0
411,411,411,Vốn góp của chủ sở hữu,,4.925.091.640.000,3.283.395.380.000,,,4925091640000.0,3283395380000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.925.091.640.000,3.283.395.380.000,,,4925091640000.0,3283395380000.0
414,414,414,Vốn khác của chủ sở hữu,21,55.391.600.000,55.391.600.000,,21.0,55391600000.0,55391600000.0
418,418,418,Quỹ đầu tư phát triển,21,1.709.722.205.278,1.424.495.512.206,,21.0,1709722205278.0,1424495512206.0
421,421,421,Lợi nhuận sau thuế (“LNST”) chưa phân phối,21,2.065.692.248.602,2.840.418.455.303,,21.0,2065692248602.0,2840418455303.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,281.371.744.518,1.227.197.381.689,,,281371744518.0,1227197381689.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,1.784.320.504.084,1.613.221.073.614,,,1784320504084.0,1613221073614.0
429,429,429,Lợi ích của cổ đông không kiểm soát,21,317.866.838.369,316.001.286.979,,21.0,317866838369.0,316001286979.0
440,440,440,TỔNG NGUỒN VỐN,,20.140.549.682.295,18.425.563.615.225,,,20140549682295.0,18425563615225.0
