row_label_raw,row_label_full,Mãsố,TÀI SẢN,ThuyếtMinh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__TÀI SẢN,numeric__ThuyếtMinh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,TÀI SẢN,ThuyếtMinh,2023VND,2022VND,,,,
100,Mãsố > 100,100,TÀI SẢN NGẮN HẠN,,11.507.783.986.863,10.099.244.269.282,,,11507783986863.0,10099244269282.0
110,Mãsố > 110,110,Tiền và các khoản tương đương tiền,3,423.984.252.859,1.418.670.415.325,,3.0,423984252859.0,1418670415325.0
111,Mãsố > 111,111,Tiền,,169.457.565.272,226.703.212.028,,,169457565272.0,226703212028.0
112,Mãsố > 112,112,Các khoản tương đương tiền,,254.526.687.587,1.191.967.203.297,,,254526687587.0,1191967203297.0
120,Mãsố > 120,120,Đầu tư tài chính ngắn hạn,,8.651.944.688.963,5.856.787.648.379,,,8651944688963.0,5856787648379.0
123,Mãsố > 123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),8.651.944.688.963,5.856.787.648.379,,,8651944688963.0,5856787648379.0
130,Mãsố > 130,130,Các khoản phải thu ngắn hạn,,1.446.695.181.156,1.357.716.256.717,,,1446695181156.0,1357716256717.0
131,Mãsố > 131,131,Phải thu ngắn hạn của khách hàng,5,1.885.551.756.701,1.600.426.459.013,,5.0,1885551756701.0,1600426459013.0
132,Mãsố > 132,132,Trả trước cho người bán ngắn hạn,,38.327.824.823,75.567.434.032,,,38327824823.0,75567434032.0
136,Mãsố > 136,136,Phải thu ngắn hạn khác,6,145.559.359.335,130.878.502.753,,6.0,145559359335.0,130878502753.0
137,Mãsố > 137,137,Dự phòng phải thu ngắn hạn khó đòi,7,(622.743.759.703),(449.156.139.081),,7.0,-622743759703.0,-449156139081.0
140,Mãsố > 140,140,Hàng tồn kho,8,808.224.247.916,1.117.620.653.980,,8.0,808224247916.0,1117620653980.0
141,Mãsố > 141,141,Hàng tồn kho,,825.021.732.168,1.152.953.245.195,,,825021732168.0,1152953245195.0
149,Mãsố > 149,149,Dự phòng giảm giá hàng tồn kho,,(16.797.484.252),(35.332.591.215),,,-16797484252.0,-35332591215.0
150,Mãsố > 150,150,Tài sản ngắn hạn khác,,176.935.615.969,348.449.294.881,,,176935615969.0,348449294881.0
151,Mãsố > 151,151,Chi phí trả trước ngắn hạn,9(a),151.114.799.802,162.316.511.752,,,151114799802.0,162316511752.0
152,Mãsố > 152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,25.450.234.748,25.763.117.347,,,25450234748.0,25763117347.0
153,Mãsố > 153,153,Thuế và các khoản khác phải thu Nhà nước,14(a),370.581.419,160.369.665.782,,,370581419.0,160369665782.0
200,Mãsố > 200,200,TÀI SẢN DÀI HẠN,,8.632.765.695.432,8.326.319.345.943,,,8632765695432.0,8326319345943.0
210,Mãsố > 210,210,Các khoản phải thu dài hạn,,27.154.563.198,35.094.259.284,,,27154563198.0,35094259284.0
216,Mãsố > 216,216,Phải thu dài hạn khác,,27.154.563.198,35.094.259.284,,,27154563198.0,35094259284.0
220,Mãsố > 220,220,Tài sản cố định,,6.023.472.094.030,5.610.369.821.803,,,6023472094030.0,5610369821803.0
221,Mãsố > 221,221,Tài sản cố định hữu hình,10(a),5.464.072.830.380,4.994.560.213.579,,,5464072830380.0,4994560213579.0
222,Mãsố > 222,222,Nguyên giá,,12.673.696.172.721,11.206.151.632.037,,,12673696172721.0,11206151632037.0
223,Mãsố > 223,223,Giá trị khấu hao lũy kế,,(7.209.623.342.341),(6.211.591.418.458),,,-7209623342341.0,-6211591418458.0
227,Mãsố > 227,227,Tài sản cố định vô hình,10(b),559.399.263.650,615.809.608.224,,,559399263650.0,615809608224.0
228,Mãsố > 228,228,Nguyên giá,,1.132.606.924.007,1.100.766.918.579,,,1132606924007.0,1100766918579.0
229,Mãsố > 229,229,Giá trị hao mòn lũy kế,,(573.207.660.357),(484.957.310.355),,,-573207660357.0,-484957310355.0
240,Mãsố > 240,240,Tài sản dở dang dài hạn,,417.189.111.679,359.405.443.556,,,417189111679.0,359405443556.0
242,Mãsố > 242,242,Chi phí xây dựng cơ bản dở dang,11,417.189.111.679,359.405.443.556,,11.0,417189111679.0,359405443556.0
250,Mãsố > 250,250,Đầu tư tài chính dài hạn,,6.200.000.000,6.200.000.000,,,6200000000.0,6200000000.0
253,Mãsố > 253,253,Đầu tư góp vốn vào đơn vị khác,4(b),9.684.980.000,9.684.980.000,,,9684980000.0,9684980000.0
254,Mãsố > 254,254,Dự phòng đầu tư tài chính dài hạn,4(b),(3.684.980.000),(3.684.980.000),,,-3684980000.0,-3684980000.0
255,Mãsố > 255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(a),200.000.000,200.000.000,,,200000000.0,200000000.0
260,Mãsố > 260,260,Tài sản dài hạn khác,,2.158.749.926.525,2.315.249.821.300,,,2158749926525.0,2315249821300.0
261,Mãsố > 261,261,Chi phí trả trước dài hạn,9(b),2.136.954.195.375,2.314.717.115.919,,,2136954195375.0,2314717115919.0
262,Mãsố > 262,262,Tài sản thuế thu nhập hoãn lại,12,21.795.731.150,532.705.381,,12.0,21795731150.0,532705381.0
270,Mãsố > 270,270,TỔNG TÀI SẢN,,20.140.549.682.295,18.425.563.615.225,,,20140549682295.0,18425563615225.0
