row_label_raw,row_label_full,col_0,2023,2022(Điều chỉnh lại (*)( )),numeric__2023,numeric__2022(Điều chỉnh lại (*)( ))
Lợi nhuận thuần phân bổ cho các cổ đông(VND),Lợi nhuận thuần phân bổ cho các cổ đông(VND),Lợi nhuận thuần phân bổ cho các cổ đông(VND),2.383.057.829.664,2.150.756.824.672,2383057829664.0,2150756824672.0
"Trích quỹ khen thưởng, phúc lợi (VND)","Trích quỹ khen thưởng, phúc lợi (VND)","Trích quỹ khen thưởng, phúc lợi (VND)",(243.510.632.508),(223.403.402.056),-243510632508.0,-223403402056.0
Lợi nhuận tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận tính lãi cơ bản trên cổ phiếu (VND),2.139.547.197.156,1.927.353.422.616,2139547197156.0,1927353422616.0
Bình quân số cổ phiếu phổ thông đanglưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đanglưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đanglưu hành (cổ phiếu),492.509.164,492.509.164,492509164.0,492509164.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),4.344,3.913,4344.0,3913.0
