row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,Thuyếtminh,2023VND,2022VND,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,3.042.058.174.715,2.817.596.666.776,,3042058174715.0,2817596666776.0
"02 Khấu hao tài sản cố định (""TSCĐ"")","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02 Khấu hao tài sản cố định (""TSCĐ"")","02 Khấu hao tài sản cố định (""TSCĐ"")",,1.333.315.028.776,1.173.650.989.196,,1333315028776.0,1173650989196.0
03 Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03 Các khoản dự phòng,03 Các khoản dự phòng,,155.052.513.659,48.012.469.300,,155052513659.0,48012469300.0
04 Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04 Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04 Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(15.531.662.967),(19.089.484.079),,-15531662967.0,-19089484079.0
05 Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05 Lãi từ hoạt động đầu tư,05 Lãi từ hoạt động đầu tư,,(784.799.287.125),(675.581.537.651),,-784799287125.0,-675581537651.0
06 Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06 Chi phí lãi vay,06 Chi phí lãi vay,,445.048.629.628,335.197.364.380,,445048629628.0,335197364380.0
08 Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08 Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08 Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,,4.175.143.396.686,3.679.786.467.922,,4175143396686.0,3679786467922.0
09 Tăng các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09 Tăng các khoản phải thu,09 Tăng các khoản phải thu,,(145.607.763.702),(337.014.494.518),,-145607763702.0,-337014494518.0
10 Giảm/(tăng) hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10 Giảm/(tăng) hàng tồn kho,10 Giảm/(tăng) hàng tồn kho,,327.931.513.027,(408.657.683.019),,327931513027.0,-408657683019.0
11 (Giảm)/tăng các khoản phải trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11 (Giảm)/tăng các khoản phải trả,11 (Giảm)/tăng các khoản phải trả,,(518.075.401.132),378.115.287.314,,-518075401132.0,378115287314.0
12 Giảm/(tăng) chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12 Giảm/(tăng) chi phí trả trước,12 Giảm/(tăng) chi phí trả trước,,188.964.632.494,(407.190.742.302),,188964632494.0,-407190742302.0
14 Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14 Tiền lãi vay đã trả,14 Tiền lãi vay đã trả,,(430.624.565.581),(322.959.840.797),,-430624565581.0,-322959840797.0
15 Thuế TNDN đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15 Thuế TNDN đã nộp,15 Thuế TNDN đã nộp,,(410.383.498.628),(687.361.115.082),,-410383498628.0,-687361115082.0
16 Tiền thu khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 16 Tiền thu khác từ hoạt động kinh doanh,16 Tiền thu khác từ hoạt động kinh doanh,,173.000.000,100.000.000,,173000000.0,100000000.0
17 Tiền chi khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,,(137.964.300.778),(172.558.867.265),,-137964300778.0,-172558867265.0
20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,,3.049.557.012.386,1.722.259.012.253,,3049557012386.0,1722259012253.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"21 Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21 Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","21 Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(1.836.849.364.702),(1.784.357.063.287),,-1836849364702.0,-1784357063287.0
