row_label_raw,row_label_full,col_0,col_1,31.12.2023VND,31.12.2022VND,numeric__col_1,numeric__31.12.2023VND,numeric__31.12.2022VND
,,,,31.12.2023VND,31.12.2022VND,,,
(b),(b),(b),"Chi phí thuê (bản quyền, văn phòng, kênh,đường truyền, cấp quang)",98.575.179.019,104.903.018.372,,98575179019.0,104903018372.0
(b),(b),(b),Khác,52.539.620.783,57.413.493.380,,52539620783.0,57413493380.0
(b),(b),(b),,151.114.799.802,162.316.511.752,,151114799802.0,162316511752.0
(b),(b),(b),Dài hạn,,,,,
(b),(b),(b),,31.12.2023VND,31.12.2022VND,,,
(b),(b) > (b),(b),Chi phí triển khai dịch vụ cho thuê bao mới(*),1.611.745.683.907,1.702.047.122.673,,1611745683907.0,1702047122673.0
(b),(b) > (b),(b),Chi phí thuê văn phòng,293.626.781.023,303.176.777.899,,293626781023.0,303176777899.0
(b),(b) > (b),(b),Khác,231.581.730.445,309.493.215.347,,231581730445.0,309493215347.0
(b),(b) > (b),(b),,2.136.954.195.375,2.314.717.115.919,,2136954195375.0,2314717115919.0
