row_label_raw,row_label_full,Hội đồng Quản trị,Ông Hoàng Việt Anh > Ông Hoàng Nam Tiến,Chủ tịch(từ ngày 25 tháng 4 năm 2023) > Chủ tịch(đến ngày 25 tháng 4 năm 2023),numeric__Ông Hoàng Việt Anh > Ông Hoàng Nam Tiến,numeric__Chủ tịch(từ ngày 25 tháng 4 năm 2023) > Chủ tịch(đến ngày 25 tháng 4 năm 2023)
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Trương Gia Bình,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Văn Khoa,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Chu Thị Thanh Hà,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Trần Thị Hồng Lĩnh,Thành viên(từ ngày 25 tháng 4 năm 2023),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Phan Thế Thành,Thành viên(từ ngày 25 tháng 4 năm 2023),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Lê Ngọc Diệp,Thành viên(đến ngày 25 tháng 4 năm 2023),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Hoàng Quyền,Thành viên(đến ngày 25 tháng 4 năm 2023),,
