row_label_raw,row_label_full,Doanh thu bán hàng hóa,1.090.040.922.119,1.084.124.299.609,numeric__1.090.040.922.119,numeric__1.084.124.299.609
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,14.722.229.865.021,13.658.844.257.003,14722229865021.0,13658844257003.0
,,,15.812.270.787.140,14.742.968.556.612,15812270787140.0,14742968556612.0
