row_label_raw,row_label_full,col_0,Số liệu báo cáo trước đây,Điều chỉnh,Số liệu điều chỉnh lại,numeric__Số liệu báo cáo trước đây,numeric__Điều chỉnh,numeric__Số liệu điều chỉnh lại
Lợi nhuận tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận tính lãi cơ bản trên cổ phiếu (VND),2.150.756.824.672,-,2.150.756.824.672,2150756824672.0,,2150756824672.0
"Trích quỹ khen thưởng, phúc lợi (VND)","Trích quỹ khen thưởng, phúc lợi (VND)","Trích quỹ khen thưởng, phúc lợi (VND)",(223.403.402.056),-,(223.403.402.056),-223403402056.0,,-223403402056.0
Lợi nhuận tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận tính lãi cơ bản trên cổ phiếu (VND),1.927.353.422.616,-,1.927.353.422.616,1927353422616.0,,1927353422616.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),328.339.538,164.169.626,492.509.164,328339538.0,164169626.0,492509164.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),5.870,,3.913,5870.0,,3913.0
