row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,825.761.926.365,475.906.358.795,825761926365.0,475906358795.0
Các điều chỉnh:,Các điều chỉnh:,Các điều chỉnh:,Các điều chỉnh:,Các điều chỉnh:,,
Lợi nhuận được chia từ các công ty con,Các điều chỉnh: > Lợi nhuận được chia từ các công ty con,Lợi nhuận được chia từ các công ty con,(273.424.302.385),(159.658.835.575),-273424302385.0,-159658835575.0
Chi phí không được trừ,Các điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,56.088.999.786,61.464.043.283,56088999786.0,61464043283.0
Thay đổi lợi nhuận chưa thực hiện,Các điều chỉnh: > Thay đổi lợi nhuận chưa thực hiện,Thay đổi lợi nhuận chưa thực hiện,32.542.601.776,11.725.557.952,32542601776.0,11725557952.0
Thay đổi các khoản dự phòng,Các điều chỉnh: > Thay đổi các khoản dự phòng,Thay đổi các khoản dự phòng,23.506.237.382,7.353.936.268,23506237382.0,7353936268.0
Thay đổi chi phí trích trước,Các điều chỉnh: > Thay đổi chi phí trích trước,Thay đổi chi phí trích trước,46.466.491.506,9.648.510.989,46466491506.0,9648510989.0
Thay đổi chênh lệch tỷ giá hối đoái chưa thực hiện,Các điều chỉnh: > Thay đổi chênh lệch tỷ giá hối đoái chưa thực hiện,Thay đổi chênh lệch tỷ giá hối đoái chưa thực hiện,6.588.906.387,(950.262.055),6588906387.0,-950262055.0
Khác,Các điều chỉnh: > Khác,Khác,(2.638.243.869),(2.638.180.123),-2638243869.0,-2638180123.0
Thu nhập chịu thuế ước tính,Các điều chỉnh: > Thu nhập chịu thuế ước tính,Thu nhập chịu thuế ước tính,714.892.616.948,402.851.129.534,714892616948.0,402851129534.0
Thuế TNDN phải nộp ước tính,Các điều chỉnh: > Thuế TNDN phải nộp ước tính,Thuế TNDN phải nộp ước tính,157.276.375.729,91.648.631.969,157276375729.0,91648631969.0
Điều chỉnh chi phí thuế TNDN trích thiếu năm trước,Các điều chỉnh: > Điều chỉnh chi phí thuế TNDN trích thiếu năm trước,Điều chỉnh chi phí thuế TNDN trích thiếu năm trước,14.502,10.000.000,14502.0,10000000.0
Thuế TNDN phải nộp ước tính,Các điều chỉnh: > Thuế TNDN phải nộp ước tính,Thuế TNDN phải nộp ước tính,157.276.390.231,91.658.631.969,157276390231.0,91658631969.0
Thuế TNDN phải nộp đầu năm,Các điều chỉnh: > Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,30.586.194.784,17.764.117.495,30586194784.0,17764117495.0
Thuế TNDN đã nộp trong năm,Các điều chỉnh: > Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(148.083.149.484),(78.836.554.680),-148083149484.0,-78836554680.0
Thuế TNDN phải nộp cuối năm,Các điều chỉnh: > Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,39.779.435.531,30.586.194.784,39779435531.0,30586194784.0
