row_label_raw,row_label_full,Ông Lê Phước Vũ,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Trần Ngọc Chu,Ông Trần Ngọc Chu,Ông Trần Ngọc Chu,Phó Chủ tịch,,,
Ông Phạm Gia Tuân,Ông Phạm Gia Tuân,Ông Phạm Gia Tuân,Thành viên,,,
Ông Trần Quốc Trí,Ông Trần Quốc Trí,Ông Trần Quốc Trí,Thành viên,,,
Ông Lý Văn Xuân,Ông Lý Văn Xuân,Ông Lý Văn Xuân,Thành viên,bổ nhiệm ngày 31 tháng 7 năm 2015,,
Ông Jean Eric Jacquemin,Ông Jean Eric Jacquemin,Ông Jean Eric Jacquemin,Thành viên,từ nhiệm ngày 30 tháng 7 năm 2015,,
