row_label_raw,row_label_full,col_0,Thay đổitỷ giá USD,Thay đổitỷ giá EUR,VNDĂnh hương đến lợinhuan trước thuế,numeric__Thay đổitỷ giá USD,numeric__Thay đổitỷ giá EUR,numeric__VNDĂnh hương đến lợinhuan trước thuế
Năm nay,Năm nay,Năm nay,+1%,+1%,(6.810.550.451),0.01,0.01,-6810550451.0
Năm nay,Năm nay,Năm nay,-1%,-1%,6.810.550.451,-0.01,-0.01,6810550451.0
Năm trước,Năm trước,Năm trước,+1%,+1%,(55.402.070.500),0.01,0.01,-55402070500.0
Năm trước,Năm trước,Năm trước,-1%,-1%,55.402.070.500,-0.01,-0.01,55402070500.0
