row_label_raw,row_label_full,Phải thu các bên liên quan (Thuyết minh số 32),Số cuối năm > 1.214.432.479.886,VND Số đầu năm > 1.124.726.248.293,numeric__Số cuối năm > 1.214.432.479.886,numeric__VND Số đầu năm > 1.124.726.248.293
Phải thu các bên khác,Phải thu các bên khác,Phải thu các bên khác,442.780.857.243,596.445.121.409,442780857243.0,596445121409.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.657.213.337.129,1.721.171.369.702,1657213337129.0,1721171369702.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(2.306.413.077),(1.283.053.783),-2306413077.0,-1283053783.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.654.906.924.052,1.719.888.315.919,1654906924052.0,1719888315919.0
