row_label_raw,row_label_full,Lương tháng 13,Số cuối năm > 48.819.296.000,VND Số đầu năm > 13.605.575.000,numeric__Số cuối năm > 48.819.296.000,numeric__VND Số đầu năm > 13.605.575.000
Chi phí điện,Chi phí điện,Chi phí điện,11.090.213.768,8.669.896.200,11090213768.0,8669896200.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,7.597.518.971,10.317.543.485,7597518971.0,10317543485.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,3.700.752.155,2.854.878.762,3700752155.0,2854878762.0
Khác,Khác,Khác,10.348.579.545,2.362.000.000,10348579545.0,2362000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,81.556.360.439,37.809.893.447,81556360439.0,37809893447.0
