row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty TNHH MTV Tôn Hoa Sen,Công ty TNHH MTV Tôn Hoa Sen,Công ty TNHH MTV Tôn Hoa Sen,Công ty con,Mua hàng,11.234.332.056.248,11.831.109.338.240,,,11234332056248.0,11831109338240.0
Công ty TNHH MTV Tôn Hoa Sen,Công ty TNHH MTV Tôn Hoa Sen,Công ty TNHH MTV Tôn Hoa Sen,Công ty con,Bán hàng,10.844.160.516.428,10.993.429.364.000,,,10844160516428.0,10993429364000.0
Công ty TNHH MTV Tôn Hoa Sen,Công ty TNHH MTV Tôn Hoa Sen,Công ty TNHH MTV Tôn Hoa Sen,Công ty con,Cho thuê tài sản,166.467.000.000,110.510.200.000,,,166467000000.0,110510200000.0
Công ty TNHH MTV Tôn Hoa Sen,Công ty TNHH MTV Tôn Hoa Sen,Công ty TNHH MTV Tôn Hoa Sen,Công ty con,Chỉ phí chi hộ,159.806.750.565,122.719.057.015,,,159806750565.0,122719057015.0
Công ty TNHH MTV Tôn Hoa Sen,Công ty TNHH MTV Tôn Hoa Sen,Công ty TNHH MTV Tôn Hoa Sen,Công ty con,Mua khí đốt,8.672.040.000,8.195.360.000,,,8672040000.0,8195360000.0
Công ty TNHH MTV Vật liệu Xây dựng Hoa Sen,Công ty TNHH MTV Vật liệu Xây dựng Hoa Sen,Công ty TNHH MTV Vật liệu Xây dựng Hoa Sen,Công ty con,Bán hàng,3.437.005.655.887,3.019.078.642.465,,,3437005655887.0,3019078642465.0
Công ty TNHH MTV Vật liệu Xây dựng Hoa Sen,Công ty TNHH MTV Vật liệu Xây dựng Hoa Sen,Công ty TNHH MTV Vật liệu Xây dựng Hoa Sen,Công ty con,Mua hàng,3.222.009.427.842,2.251.208.073.031,,,3222009427842.0,2251208073031.0
Công ty TNHH MTV Vật liệu Xây dựng Hoa Sen,Công ty TNHH MTV Vật liệu Xây dựng Hoa Sen,Công ty TNHH MTV Vật liệu Xây dựng Hoa Sen,Công ty con,Bán tài sản cố định,65.609.370.516,44.774.872.862,,,65609370516.0,44774872862.0
Công ty TNHH MTV Vật liệu Xây dựng Hoa Sen,Công ty TNHH MTV Vật liệu Xây dựng Hoa Sen,Công ty TNHH MTV Vật liệu Xây dựng Hoa Sen,Công ty con,Hàng bán bị trả lại,14.279.444.060,1.045.538.628,,,14279444060.0,1045538628.0
Công ty TNHH MTV Vận tải và Cơ khí Hoa Sen,Công ty TNHH MTV Vận tải và Cơ khí Hoa Sen,Công ty TNHH MTV Vận tải và Cơ khí Hoa Sen,Công ty con,Chi phí vận chuyển,72.580.671.496,10.852.504.423,,,72580671496.0,10852504423.0
Công ty TNHH MTV Vận tải và Cơ khí Hoa Sen,Công ty TNHH MTV Vận tải và Cơ khí Hoa Sen,Công ty TNHH MTV Vận tải và Cơ khí Hoa Sen,Công ty con,Cho thuê tài sản,9.925.000.000,84.000.000,,,9925000000.0,84000000.0
Công ty TNHH MTV Vận tải và Cơ khí Hoa Sen,Công ty TNHH MTV Vận tải và Cơ khí Hoa Sen,Công ty TNHH MTV Vận tải và Cơ khí Hoa Sen,Công ty con,Hoàn trả vay ngắn hạn,1.940.000.000,1.300.000.000,,,1940000000.0,1300000000.0
Công ty TNHH MTV Vận tải và Cơ khí Hoa Sen,Công ty TNHH MTV Vận tải và Cơ khí Hoa Sen,Công ty TNHH MTV Vận tải và Cơ khí Hoa Sen,Công ty con,Vay ngắn hạn,-,4.200.000.000,,,,4200000000.0
Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty con,Mua hàng,183.215.681.661,-,,,183215681661.0,
Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty con,Bán hàng,114.496.402.408,-,,,114496402408.0,
