row_label_raw,row_label_full,col_0,31/12/2019 triệu đồng,31/12/2018 triệu đồng,numeric__31/12/2019 triệu đồng,numeric__31/12/2018 triệu đồng
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,1.621.807,2.883.947,1621807.0,2883947.0
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,87.809,52.881,87809.0,52881.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,1.533.998,2.831.066,1533998.0,2831066.0
- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,29.331,25.470,29331.0,25470.0
- Các khoản phải thu từ bán trái phiếu và hợp đồng hợp tác đầu tư,- Các khoản phải thu từ bán trái phiếu và hợp đồng hợp tác đầu tư,- Các khoản phải thu từ bán trái phiếu và hợp đồng hợp tác đầu tư,-,2.254.893,,2254893.0
- Phải thu từ dịch vụ thu tin dụng nhập hàng trả chậm (i),- Phải thu từ dịch vụ thu tin dụng nhập hàng trả chậm (i),- Phải thu từ dịch vụ thu tin dụng nhập hàng trả chậm (i),899.577,176.969,899577.0,176969.0
- Giao dịch chứng khoán chờ thanh toán,- Giao dịch chứng khoán chờ thanh toán,- Giao dịch chứng khoán chờ thanh toán,-,132.125,,132125.0
- Chi phí xử lý tài sản báo đảm nợ,- Chi phí xử lý tài sản báo đảm nợ,- Chi phí xử lý tài sản báo đảm nợ,20.372,25.653,20372.0,25653.0
- Phải thu hoa hồng bảo hiểm,- Phải thu hoa hồng bảo hiểm,- Phải thu hoa hồng bảo hiểm,345.226,51.574,345226.0,51574.0
- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,239.492,164.382,239492.0,164382.0
"Các khoản lãi, phí phải thu (ii)","Các khoản lãi, phí phải thu (ii)","Các khoản lãi, phí phải thu (ii)",1.495.992,1.379.955,1495992.0,1379955.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,683.046,458.909,683046.0,458909.0
- Vật liệu,- Vật liệu,- Vật liệu,10.246,6.654,10246.0,6654.0
"- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý",39.708,7.646,39708.0,7646.0
- Chi phí trả trước,- Chi phí trả trước,- Chi phí trả trước,633.092,444.609,633092.0,444609.0
,,,3.800.845,4.722.811,3800845.0,4722811.0
